"","X","집계년도","재산번호","재산구분명","재산종류명","행정재산구분명","회계구분명","산구분명","시군구명","읍면동명","리명","본번","부번","입력시스템명","실지목명","공부지목명","재산수량","재산면적","대장가액.원.","기준가액.원.","재산관리기관명","분임관리기관명","위임관리기관명","취득일자","취득승인여부","취득방법명","재산명칭","등록일자","비고","address","longitude","latitude"
"69",11493,2015,126133,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,442,1,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1987-01-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  442 - 1",127.1411,37.5941
"70",11521,2015,126131,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","수택동",NA,436,17,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1987-01-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 수택동  436 - 17",127.1414,37.5964
"71",11612,2015,160929,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"이호조","미등록","미등록",1,NA,992750,992750,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2011-04-27","Y","매입","비상소화전함","2011-05-17","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"72",11613,2015,160928,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"이호조","미등록","미등록",1,NA,992750,992750,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2011-04-27","Y","매입","비상소화전함","2011-05-17","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"73",11614,2015,160892,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"이호조","미등록","미등록",1,NA,1100000,1100000,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2011-04-27","Y","신축","소방용수시설","2011-05-16","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"74",11692,2015,126099,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1995-11-28","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"75",11693,2015,126100,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-09-17","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"76",11694,2015,126104,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1989-12-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"77",11695,2015,126105,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,1816000,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1989-12-01","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"78",11696,2015,126109,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","2006-11-21","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"79",11697,2015,126110,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
"80",11698,2015,126111,"공작물","행정재산","공용재산","일반회계","일반","경기도 구리시","교문동",NA,354,6,"행정","미등록","미등록",1,NA,3e+06,3e+06,"경기도 재난안전본부 소방행정과","경기도 구리소방서","","1998-07-09","Y","매입","비상급수시설","2008-03-07","","경기도 구리시 교문동  354 - 6",127.1278,37.5983
