"","asset_ID","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"x1843",85347,127.4326,37.9655,"3",0.395,0.395,0,0,0,0,0,1,0,0,0,0,0,0,2,17,1,0,0,0
"x1844",85346,127.4318,37.9662,"4",0.0533987861478044,0.0533987861478044,0,0,0,0,0,1,0,0,0,0,0,0,1,17,2,0,0,0
"x1845",83492,127.4319,37.9694,"4",0.102,0.0877,0,0,0,0,0,1,0,0,0,0,0,0,2,12,1,0,0,0
"x1846",83730,127.51,37.8164,"1",1.01945454545455,1.01945454545455,2,3,7,1,0,6,3,1,1,1,14,2,2,13,63,7,3,1
"x1847",87074,127.51,37.8165,"2",2.4,2.4,2,3,7,1,0,6,3,1,1,1,14,2,2,13,64,7,3,1
"x1848",87151,127.5086,37.8147,"3",3.96,3.96,1,3,5,1,0,3,3,1,1,0,13,0,1,7,37,5,0,0
"x1849",87148,127.5085,37.8147,"2",3.96,3.96,1,3,5,1,0,3,3,1,1,0,13,0,1,7,37,5,0,0
"x1850",155702,127.5093,37.8149,"1",10.599996,10.599996,2,3,6,1,0,3,3,1,1,0,13,0,1,10,39,5,0,0
"x1851",87154,127.5172,37.8171,"1",0.74971098265896,0.74971098265896,2,7,6,1,0,7,2,1,1,0,14,4,3,25,86,12,4,2
"x1852",87084,127.5156,37.8169,"1",10.8596774193548,10.8596774193548,2,7,6,1,0,7,2,1,1,0,14,4,2,20,86,13,4,2
"x1853",87086,127.5165,37.817,"2",10.3,10.3,2,7,6,1,0,7,2,1,1,0,14,4,2,24,87,13,4,2
"x1854",87088,127.5172,37.817,"1",10.6,10.6,2,7,6,1,0,7,2,1,1,0,14,4,3,26,85,13,4,2
"x1855",83399,127.5923,37.9021,"4",0.0643,0.0594,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0
"x1856",83400,127.593,37.9021,"4",0.0643,0.0594,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x1857",83401,127.5875,37.9038,"4",0.226,0.209,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0
"x1858",83870,127.5943,37.9043,"3",0.505,0.505,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x1859",118878,127.5501,37.8926,"2",0.403,0.403,1,1,0,0,0,3,1,0,0,0,4,4,1,13,28,0,0,1
"x1860",83880,127.5499,37.8925,"1",0.905,0.905,1,1,0,0,0,3,1,0,0,0,4,4,2,14,28,0,0,1
"x1861",83402,127.591,37.9151,"4",0.381,0.327,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0
"x1862",86952,127.5245,37.9681,"1",1.6,1.6,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0
"x1863",85453,127.5251,37.9707,"1",0.95,0.95,0,0,0,0,0,0,0,0,0,0,0,0,3,14,0,0,0,0
"x1864",87073,127.51,37.8157,"1",11,11,2,3,6,1,0,5,4,1,1,1,13,0,1,11,52,6,1,0
"x1865",87077,127.5095,37.8151,"3",10.6000001331558,10.6000001331558,2,3,6,1,0,4,3,1,1,0,13,0,1,11,40,5,0,0
"x1866",83385,127.4859,37.9448,"1",0.0264,0.078,0,0,0,0,0,1,0,0,0,1,0,0,7,14,1,0,0,0
"x1867",83386,127.4917,37.913,"4",0.072,0.0687,0,0,0,0,0,1,0,0,0,0,0,0,4,7,2,0,0,0
"x1868",83387,127.4911,37.912,"4",0.0423,0.077,0,0,0,0,0,1,0,0,0,0,0,0,4,7,2,0,0,0
"x1869",83388,127.4906,37.9122,"4",0.06,0.077,0,0,0,0,0,1,0,0,0,0,0,0,4,7,2,0,0,0
"x1870",83389,127.4921,37.9386,"4",0.0938,0.0814,0,0,0,0,0,1,0,0,0,1,0,0,5,8,3,0,0,0
"x1871",171714,127.355,37.8197,"1",1.8,1.8,1,6,11,3,7,2,3,0,1,1,16,3,2,17,144,12,5,4
"x1872",148854,127.3555,37.8188,"1",1.45,1.45,1,7,10,3,7,2,3,0,1,1,15,3,2,16,146,12,5,4
"x1873",148853,127.3552,37.8188,"3",1.41289421157685,1.41289421157685,1,7,10,3,7,2,3,0,1,1,15,3,2,16,150,12,5,4
"x1874",148852,127.3555,37.8187,"1",0.3375,1.25843023255814,1,7,10,3,7,2,3,0,1,1,15,3,2,16,146,12,5,4
"x1875",181148,127.3552,37.8178,"4",0.0695809700503578,0.995117678240127,1,7,10,3,7,2,3,0,1,1,15,3,1,16,146,12,5,4
"x1876",119332,127.3554,37.8181,"4",0.429,0.429,1,7,10,3,7,2,3,0,1,1,16,3,2,16,146,12,5,4
"x1877",158306,127.3892,37.8125,"4",1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0
"x1878",144963,127.39,37.8132,"1",1.8,1.8,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x1879",83408,127.5885,37.9299,"4",0.0833,0.0728,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x1880",165514,127.6083,37.9339,"3",0.0874,0.0874,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x1881",83409,127.5858,37.9295,"4",0.0824,0.0772,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x1882",83396,127.6001,37.903,"4",0.0643,0.0594,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"x1883",83397,127.5995,37.9029,"4",0.065,0.06,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
"x1884",83398,127.5945,37.8935,"4",0.0643,0.0594,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
"x1885",83487,127.4498,37.9731,"4",0.099,0.0877,0,0,0,1,0,0,0,0,0,0,0,0,4,24,1,0,0,0
"x1886",85251,127.4238,37.969,"1",0.535161290322581,0.535161290322581,0,0,0,0,0,1,0,0,0,0,0,0,3,18,3,0,0,0
"x1887",85253,127.4237,37.9691,"2",0.575012787723785,0.575012787723785,0,0,0,0,0,1,0,0,0,0,0,0,4,18,3,0,0,0
"x1888",87076,127.5073,37.8146,"3",10.6,10.6,1,3,4,1,0,3,3,1,1,0,13,0,1,5,33,4,0,0
"x1889",177711,127.4813,37.8558,"3",66.6333333333333,13.7,0,0,0,0,0,3,0,0,0,0,0,0,5,21,7,0,0,0
"x1890",177712,127.4813,37.8556,"1",15.8666666666667,1.3,0,0,0,0,0,3,0,0,0,0,0,0,6,21,7,0,0,0
"x1891",177713,127.4814,37.8559,"1",11.6,1.3,0,0,0,0,0,3,0,0,0,0,0,0,5,21,7,0,0,0
"x1892",177693,127.4814,37.8561,"1",55.1666585365854,7.31,0,0,0,0,0,3,0,0,0,0,0,0,5,21,7,0,0,0
"x1893",177694,127.4818,37.8558,"4",9.76666642335766,0.715,0,0,0,0,0,3,0,0,0,0,0,0,6,19,6,0,0,0
"x1894",177714,127.4818,37.8553,"3",47.9,13.7,0,0,0,0,0,3,0,0,0,0,0,0,6,18,6,0,0,0
"x1895",177715,127.4814,37.8555,"2",66.6333333333333,13.7,0,0,0,0,0,3,0,0,0,0,0,0,6,19,7,0,0,0
"x1896",177716,127.4819,37.855,"3",47.8600650636492,12.5,0,0,0,0,0,3,0,0,0,0,0,0,6,18,6,0,0,0
"x1897",177717,127.4817,37.8549,"3",64.3,13.7,0,0,0,0,0,3,0,0,0,0,0,0,7,18,6,0,0,0
"x1898",177718,127.4816,37.8553,"1",10.1238095238095,3.72,0,0,0,0,0,3,0,0,0,0,0,0,6,19,6,0,0,0
"x1899",150557,127.4829,37.8498,"1",11.4,11.4,0,1,0,0,0,0,0,0,0,0,0,0,7,26,5,0,0,0
"x1900",118941,127.5359,37.8757,"1",1.88,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,0,0
"x1901",85340,127.4272,37.9699,"1",0.0533333333333333,0.0533333333333333,0,0,0,0,0,1,0,0,0,0,0,0,4,16,2,0,0,0
"x1902",83489,127.4497,37.9732,"4",0.0906,0.266,0,0,0,1,0,0,0,0,0,0,0,0,4,24,1,0,0,0
"x1903",85341,127.4273,37.9699,"1",0.0533962264150943,0.0533962264150943,0,0,0,0,0,1,0,0,0,0,0,0,4,16,2,0,0,0
"x1904",85342,127.429,37.9696,"4",0.053398753894081,0.053398753894081,0,0,0,0,0,1,0,0,0,0,0,0,3,15,2,0,0,0
"x1905",85343,127.4291,37.9694,"4",0.0534032258064516,0.0534032258064516,0,0,0,0,0,1,0,0,0,0,0,0,3,15,2,0,0,0
"x1906",85344,127.4302,37.9688,"1",0.0533955223880597,0.0533955223880597,0,0,0,0,0,1,0,0,0,0,0,0,3,15,2,0,0,0
"x1907",85345,127.4308,37.9678,"4",0.0534003548196334,0.0534003548196334,0,0,0,0,0,1,0,0,0,0,0,0,2,15,2,0,0,0
"x1908",86807,127.4649,37.7261,"1",0.20498127340824,0.20498127340824,0,0,0,0,0,0,0,0,0,0,0,0,5,21,4,0,0,0
"x1909",86817,127.4496,37.7128,"3",0.975,0.975,0,1,0,0,0,1,0,0,0,1,1,0,3,19,16,6,0,0
"x1910",118839,127.4823,37.8486,"1",9.15,9.15,0,1,0,0,0,0,0,0,0,0,0,0,9,25,5,0,0,0
"x1911",87078,127.5173,37.817,"1",3.96,3.96,2,7,6,1,0,7,2,1,1,0,14,4,3,27,85,13,4,2
"x1912",144993,127.483,37.801,"3",13.1,26.2,0,1,1,1,1,1,4,0,1,0,1,0,6,7,11,1,0,0
"x1913",83975,127.5147,37.8145,"1",4.35,4.35,2,3,6,1,0,4,2,1,1,0,12,1,2,19,43,7,0,0
"x1914",155700,127.5147,37.815,"1",4.35,4.35,2,3,6,1,0,4,2,1,1,0,12,2,2,19,48,7,3,0
"x1915",83976,127.5148,37.814,"1",4.35,4.35,2,3,6,1,0,3,1,1,1,0,12,0,2,20,42,7,0,0
"x1916",83977,127.5148,37.8134,"1",6,6,2,3,6,1,0,2,1,1,1,0,12,0,2,20,43,7,0,0
"x1917",85354,127.4367,37.9647,"3",0.0516053511705686,0.0516053511705686,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,0
"x1918",83502,127.4498,37.9726,"4",0.1,0.133,0,0,0,1,0,0,0,0,0,0,0,0,5,25,1,0,0,0
"x1919",145046,127.4788,37.8054,"1",14.1,14.1,0,1,1,1,1,1,3,0,1,0,0,0,5,10,12,1,0,0
"x1920",145045,127.4789,37.8053,"1",14.1,14.1,0,1,1,1,1,1,3,0,1,0,0,0,5,10,13,1,0,0
"x1921",154232,127.4816,37.8018,"1",12.1,12.1,0,1,1,1,1,1,4,0,1,0,1,0,7,7,12,1,0,0
"x1922",154231,127.4818,37.8016,"4",12.0999988465975,12.0999988465975,0,1,1,1,1,1,4,0,1,0,1,0,7,7,11,1,0,0
"x1923",144992,127.483,37.8011,"2",13.1,13.1,0,1,1,1,1,1,4,0,1,0,1,0,6,7,11,1,0,0
"x1924",144991,127.4826,37.8013,"3",13.1,26.2,0,1,1,1,1,1,4,0,1,0,1,0,7,7,11,1,0,0
"x1925",144331,127.4825,37.8011,"1",64.1214285714286,19.1,0,1,1,1,1,1,4,0,1,0,1,0,6,7,11,1,0,0
"x1926",144990,127.4828,37.801,"1",13.1,13.1,0,1,1,1,1,1,4,0,1,0,1,0,6,7,11,1,0,0
"x1927",144332,127.4825,37.8012,"2",19.1,36.5849787234043,0,1,1,1,1,1,4,0,1,0,1,0,6,7,11,1,0,0
"x1928",85265,127.4216,37.9682,"1",0.9,2.1375,0,0,0,0,0,1,0,0,0,0,0,0,4,22,6,0,0,0
"x1929",148703,127.4214,37.9681,"1",9.25,9.25,0,0,0,0,0,1,0,0,0,0,0,0,4,22,6,0,0,0
"x1930",149899,127.4217,37.9682,"1",0.9,2.1375,0,0,0,0,0,1,0,0,0,0,0,0,4,22,6,0,0,0
"x1931",155763,127.4842,37.8487,"2",10.0282378752887,10.0282378752887,0,1,0,0,0,0,0,0,0,0,0,0,7,25,5,0,0,0
"x1932",155764,127.4844,37.8487,"2",11.3838032482599,11.3838032482599,0,1,0,0,0,0,0,0,0,0,0,0,7,25,5,0,0,0
"x1933",155765,127.4846,37.8487,"2",12.3156206976744,12.3156206976744,0,1,0,0,0,0,0,0,0,0,0,0,7,25,5,0,0,0
"x1934",155767,127.4848,37.8488,"2",10.4791930715935,10.4791930715935,0,1,0,0,0,0,0,0,0,0,0,0,7,25,5,0,0,0
"x1935",155769,127.4851,37.8488,"3",12.616091740413,12.616091740413,0,1,0,0,0,0,0,0,0,0,0,0,6,25,5,0,0,0
"x1936",155774,127.4854,37.8478,"4",9.93330584451136,9.93330584451136,0,1,0,0,0,0,0,0,0,0,0,0,6,24,5,0,0,0
"x1937",155709,127.4858,37.8471,"3",9.62651064189189,9.62651064189189,0,1,0,0,0,0,0,0,0,0,0,0,7,24,5,0,0,0
"x1938",85768,127.524,37.6069,"3",0.725,0.725,0,0,0,0,0,1,0,0,0,0,0,0,2,5,3,0,0,0
"x1939",85769,127.5238,37.6073,"2",0.725,0.725,0,0,0,0,0,0,0,0,0,0,0,0,2,3,3,0,0,0
"x1940",85770,127.5243,37.6063,"1",0.775,0.775,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1941",85771,127.5237,37.6104,"1",0.825,0.825,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0
"x1942",119076,127.524,37.6098,"1",2.32,2.32,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0
"x1943",180879,127.5145,37.6128,"1",6.866,7.39369565217391,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0
"x1944",180878,127.5146,37.6128,"1",6.866,7.87071428571429,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0
"x1945",180968,127.5144,37.6128,"1",9.6403754789272,9.84454406130268,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0
"x1946",185940,127.5146,37.6131,"3",5.86377224199288,6.13282206405694,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0
"x1947",181011,127.5153,37.6133,"1",0.361065934065934,2.65353846153846,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0
"x1948",181140,127.5149,37.6132,"1",5.03037991266376,5.07055458515284,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0
"x1949",180886,127.5121,37.6143,"1",0.44445,2.085,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0
"x1950",180884,127.5123,37.6142,"1",1.40519298245614,6.3783567251462,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0
"x1951",180883,127.5125,37.6138,"1",1.25149074074074,5.71876851851852,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0
"x1952",181141,127.5122,37.6144,"1",6.4,8.7,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0
"x1953",183459,127.5142,37.6132,"1",5.86252307692308,5.86252307692308,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0
"x1954",155760,127.4848,37.8484,"3",10.0282378181818,10.0282378181818,0,1,0,0,0,0,0,0,0,0,0,0,7,25,4,0,0,0
"x1955",85755,127.5255,37.6032,"1",69.475,69.475,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1956",85756,127.5258,37.6031,"1",0.95,0.95,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1957",85757,127.5266,37.6029,"3",0.825,0.825,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1958",85760,127.5262,37.6031,"1",0.825,0.825,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1959",85761,127.525,37.604,"1",0.775,0.775,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1960",85762,127.5248,37.6047,"1",0.625052505250525,0.625052505250525,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1961",85763,127.5247,37.6049,"1",0.624861878453039,0.624861878453039,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1962",85765,127.5244,37.6051,"2",0.725,0.725,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1963",85767,127.5244,37.6065,"1",0.7,0.7,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1964",83358,127.4633,37.966,"1",2.79,2.44,0,0,0,1,0,0,0,0,0,0,0,0,6,26,1,0,0,0
"x1965",83359,127.4642,37.967,"2",3.04,1.8,0,0,0,1,0,0,0,0,0,0,0,0,6,26,1,0,0,0
"x1966",85753,127.5253,37.6033,"1",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1967",85754,127.5255,37.6033,"2",0.0158690176322418,0.0158690176322418,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1968",85731,127.5318,37.6035,"1",0.105,0.105,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0
"x1969",85732,127.5321,37.6036,"3",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0
"x1970",85733,127.5307,37.6036,"1",0.65,0.65,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1971",85734,127.5314,37.6035,"1",0.105,0.105,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0
"x1972",85735,127.5311,37.6036,"2",1.05,1.05,0,0,0,0,0,1,0,0,0,0,0,0,3,5,3,0,0,0
"x1973",85737,127.5275,37.6029,"2",0.725,0.725,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1974",85738,127.5273,37.6028,"1",0.725,0.725,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1975",119075,127.5281,37.603,"1",0.429,0.429,0,0,0,0,0,1,0,0,0,0,0,0,2,6,3,0,0,0
"x1976",84833,127.4722,37.9585,"1",2.35,2.35,0,0,0,0,0,0,0,0,0,0,0,0,2,26,2,0,0,0
"x1977",188795,127.4656,37.8584,"3",6.33,6.33,0,0,0,0,0,1,0,0,0,0,0,0,1,25,1,0,0,0
"x1978",188796,127.4658,37.8585,"3",6.33,6.33,0,0,0,0,0,1,0,0,0,0,0,0,1,25,1,0,0,0
"x1979",188797,127.4657,37.8594,"2",8.5,8.5,0,0,0,0,0,1,0,0,0,0,0,0,1,25,1,0,0,0
"x1980",181066,127.5144,37.6127,"1",3.84,9.6,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0
"x1981",180969,127.5141,37.6128,"2",14.325179331307,25.3366778115501,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
"x1982",83960,127.5146,37.8162,"1",17.5,17.5,2,7,6,1,0,5,2,1,1,0,14,2,2,19,82,12,3,2
"x1983",83964,127.5146,37.816,"1",15.5,15.5,2,6,6,1,0,4,2,1,1,0,14,2,2,17,78,12,3,2
"x1984",83965,127.5146,37.8159,"1",15,15,2,4,6,1,0,4,2,1,1,0,14,2,2,19,72,11,3,1
"x1985",83969,127.5146,37.8156,"1",15,15,2,4,6,1,0,4,2,1,1,0,14,2,2,19,64,10,3,1
"x1986",83971,127.5147,37.8151,"1",14.8,14.8,2,3,6,1,0,4,2,1,1,0,14,2,2,19,53,7,3,0
"x1987",83972,127.5147,37.8153,"1",15,15,2,3,6,1,0,4,2,1,1,0,14,2,2,19,57,8,3,1
"x1988",155698,127.5147,37.8152,"1",15,15,2,3,6,1,0,4,2,1,1,0,14,2,2,19,57,7,3,1
"x1989",118786,127.523,37.8672,"4",0.631,0.631,0,0,0,0,0,0,1,0,0,0,0,0,3,11,5,0,0,0
"x1990",181067,127.5148,37.6129,"1",3.84,6.66666666666667,0,0,0,0,0,0,0,0,0,0,1,0,2,3,1,0,0,0
"x1991",181360,127.5133,37.6127,"1",6,6.319,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
"x1992",185941,127.5134,37.613,"4",5.4975068568294,5.74355238617663,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
"x1993",155711,127.4859,37.8473,"3",10.6578359255203,10.6578359255203,0,1,0,0,0,0,0,0,0,0,0,0,6,24,7,0,0,0
"x1994",83790,127.3452,37.8048,"3",1.47655256723716,1.47655256723716,0,1,4,1,1,0,3,0,0,1,6,0,1,2,20,1,0,0
"x1995",83791,127.3452,37.8047,"1",1.75,1.75,0,1,4,1,1,0,3,0,0,1,6,0,1,2,19,1,0,0
"x1996",83694,127.4047,37.7899,"4",0.107,0.107,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0
"x1997",161376,127.3718,37.7948,"4",0.913439306358382,0.913439306358382,0,0,1,0,0,0,1,0,0,0,1,0,2,5,9,0,2,0
"x1998",83659,127.3113,37.7913,"3",0.651,0.668,0,0,0,0,0,1,0,0,0,0,0,0,0,11,5,0,0,0
"x1999",83660,127.3071,37.7897,"4",1.71,1.49,0,0,0,0,0,1,0,0,0,0,0,0,0,6,3,1,0,0
"x2000",83788,127.3459,37.8045,"3",1.52047185430464,1.52047185430464,0,1,4,1,1,0,2,0,0,1,6,1,1,2,20,1,0,0
"x2001",87170,127.367,37.7961,"3",1.47,1.47,0,0,1,0,0,0,1,0,0,0,1,0,2,6,8,0,2,0
"x2002",83656,127.2977,37.7859,"3",1.85,1.57,0,0,0,0,0,0,0,0,0,0,0,0,2,3,5,2,0,0
"x2003",183138,127.4334,37.7419,"1",16,22.3946666666667,0,1,1,0,1,4,0,1,0,0,6,3,1,3,21,3,1,0
"x2004",86703,127.4289,37.7263,"1",1.1,1.1,0,1,0,0,0,0,0,0,0,0,0,0,5,44,19,2,0,0
"x2005",86704,127.4315,37.7242,"4",0.65,0.65,0,1,0,0,0,0,0,0,0,0,0,0,4,7,9,2,0,0
"x2006",86705,127.4296,37.7253,"4",0.65,0.65,0,1,0,0,0,0,0,0,0,0,0,0,5,23,16,2,0,0
"x2007",86706,127.4323,37.7237,"4",0.649980687524141,0.649980687524141,0,1,0,0,0,0,0,0,0,0,0,0,3,6,9,2,0,0
"x2008",182865,127.5126,37.6134,"1",0.240268085106383,6.64026808510638,0,0,0,0,0,0,0,0,0,0,1,0,2,1,1,0,0,0
"x2009",181359,127.5137,37.6127,"1",18.6,18.6,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
"x2010",180888,127.5131,37.6127,"1",5.566,6.1035,0,0,0,0,0,0,0,0,0,0,1,0,2,2,1,0,0,0
"x2011",83885,127.5093,37.5951,"3",6.05,6.05,0,0,0,0,0,0,0,0,0,0,0,0,3,46,4,0,0,0
"x2012",147855,127.3341,37.8159,"4",1.61010138941044,1.61010138941044,0,0,0,0,0,0,2,0,0,0,4,1,1,8,10,0,0,0
"x2013",86708,127.4284,37.7264,"1",5.5,5.5,0,1,0,0,0,0,0,0,0,0,0,0,5,44,19,2,0,0
"x2014",86710,127.4247,37.727,"4",1.35,1.35,0,1,2,1,0,0,0,1,0,0,0,0,4,47,23,4,0,0
"x2015",119320,127.4332,37.7388,"1",4.6,4.6,0,1,1,0,4,3,0,1,0,0,11,3,2,10,44,6,1,0
"x2016",119321,127.433,37.7387,"1",4.6,4.6,0,1,1,1,4,3,0,1,0,0,13,3,2,10,45,6,1,0
"x2017",83427,127.4884,37.9982,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x2018",83428,127.4826,37.9938,"4",0.955,1.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"x2019",177683,127.4217,37.9683,"1",2.21,2.21,0,0,0,0,0,1,0,0,0,0,0,0,4,22,6,0,0,0
"x2020",83453,127.4224,37.9759,"4",0.0772,0.318,0,0,0,0,0,0,0,0,0,0,0,0,2,7,1,0,0,0
"x2021",85269,127.4242,37.9695,"2",0.9,0.9,0,0,0,0,0,1,0,0,0,0,0,0,4,18,2,0,0,0
"x2022",119071,127.3336,37.7954,"1",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
"x2023",119072,127.3338,37.7954,"1",2.22,2.22,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
"x2024",83802,127.3296,37.7965,"2",0.648997867803838,0.648997867803838,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
"x2025",83803,127.3289,37.7967,"3",0.178006756756757,0.178006756756757,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
"x2026",83804,127.3294,37.7966,"1",0.177959183673469,0.177959183673469,0,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,0,0
"x2027",83749,127.3271,37.7967,"1",1.95,1.95,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,1,0,0
"x2028",119053,127.3248,37.7959,"4",2.83,2.83,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,0
"x2029",119054,127.3247,37.7956,"3",4.04,4.04,0,0,0,0,0,0,0,0,0,0,0,0,0,8,5,1,0,0
"x2030",119055,127.326,37.7965,"4",0.528,0.528,0,0,0,0,0,0,0,0,0,0,0,0,0,7,5,1,0,0
"x2031",83786,127.3698,37.7686,"1",0.714016736401674,0.714016736401674,0,1,1,1,1,0,0,0,1,0,3,0,2,44,46,5,0,1
"x2032",83784,127.3697,37.7687,"4",0.797284345047923,0.797284345047923,0,1,1,1,1,0,0,0,1,0,3,0,2,43,45,5,0,1
"x2033",119058,127.3699,37.7689,"2",1.73,1.73,0,1,1,1,1,0,0,0,1,0,4,0,2,43,48,5,0,1
"x2034",179804,127.3774,37.655,"3",12.7163265306122,36.8297959183673,0,2,1,0,2,1,1,0,0,0,1,0,4,15,33,6,0,0
"x2035",183085,127.3777,37.6556,"3",41.8,42.5221597300337,0,2,1,0,2,1,0,0,0,0,1,0,5,14,30,5,0,0
"x2036",184681,127.3772,37.6544,"2",0.150600858369099,19.4101072961373,0,2,1,0,2,1,1,0,0,0,2,0,4,13,32,5,0,0
"x2037",178161,127.3773,37.6541,"1",17.5384615384615,17.5384615384615,0,3,1,0,2,1,1,0,0,0,2,0,4,13,32,4,0,0
"x2038",178162,127.3771,37.6539,"1",46.05,72.9494974874372,0,3,1,0,2,1,1,0,0,0,2,0,4,13,32,4,0,0
"x2039",83801,127.3334,37.7954,"1",0.582,0.582,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
"x2040",83800,127.3338,37.7955,"2",0.571002132196162,0.571002132196162,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
"x2041",119070,127.3342,37.7954,"1",2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0
"x2042",119074,127.3631,37.7732,"1",1.36,1.36,0,1,1,1,0,2,0,0,0,0,3,0,2,45,38,5,0,1
"x2043",83697,127.3447,37.7504,"4",0.131,0.107,0,0,0,0,0,3,0,0,0,0,0,0,2,32,3,2,0,0
"x2044",83816,127.364,37.7731,"1",2.15,2.15,0,1,1,1,0,2,0,0,0,0,3,0,2,46,37,5,0,1
"x2045",83698,127.3619,37.7712,"4",0.329,0.408,0,1,1,1,0,2,0,0,1,0,3,0,2,48,47,4,0,1
"x2046",177688,127.357,37.7499,"2",1.65,1.65,0,0,0,0,0,4,0,0,0,5,0,0,9,76,13,9,0,0
"x2047",182575,127.357,37.75,"1",1.65,1.65,0,0,0,0,0,4,0,0,0,5,0,0,9,77,13,9,0,0
"x2048",83817,127.3572,37.7751,"1",3.75,3.75,0,0,0,0,0,2,0,0,0,0,0,0,2,30,9,2,0,0
