"","asset_ID","longitude","latitude","size_factor","valueBysize1","valueBysize2","MT1","CS2","PS3","SC4","AC5","PK6","OL7","SW8","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"x200",86454,127.3824,37.6724,"2",3.1,3.1,0,1,0,0,0,0,3,0,0,0,4,0,4,22,28,7,0,0
"x201",86292,127.3978,37.7057,"1",4.05,4.05,0,1,0,0,0,1,1,0,0,0,1,0,5,13,19,6,0,0
"x202",92261,127.3812,37.6678,"1",3.7,3.7,0,0,0,0,1,0,3,0,0,0,3,0,3,17,24,8,1,0
"x203",86509,127.3805,37.6658,"1",3.45,3.45,0,0,0,0,1,0,3,0,0,0,3,0,3,17,26,9,1,0
"x204",90744,127.3567,37.8039,"1",16.1185500550055,27.3044807480748,0,1,3,0,0,0,2,0,0,0,5,2,1,3,19,0,0,0
"x205",90746,127.3655,37.775,"1",22.5792,47,0,1,1,1,0,0,0,0,0,0,3,0,2,48,33,4,0,1
"x206",149689,127.333,37.7696,"2",165.128593422345,227.443710349587,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x207",90734,127.5169,37.8245,"2",21.8295000470544,30.0143033596838,3,13,6,2,19,20,2,0,6,1,22,4,5,23,233,19,15,8
"x208",154939,127.5167,37.8236,"4",120.666856755997,120.666856755997,3,13,6,2,15,18,2,0,6,1,22,4,5,22,229,18,15,8
"x209",90735,127.5055,37.8416,"3",46.7812800246609,42.3777379778052,0,3,3,0,0,5,2,0,0,0,5,1,3,12,61,0,1,2
"x210",90736,127.5055,37.8416,"1",7.12215055158988,22.0363971447112,0,3,3,0,0,5,2,0,0,0,5,1,3,12,61,0,1,2
"x211",90737,127.5055,37.8416,"1",38.9844,44.2179945454545,0,3,3,0,0,5,2,0,0,0,5,1,3,12,61,0,1,2
"x212",90738,127.506,37.8418,"2",17.4929999595256,33.3492259278747,0,4,3,0,0,5,2,0,0,0,5,1,3,12,58,0,1,2
"x213",184629,127.4854,37.8478,"4",267.746577864052,267.746577864052,0,1,0,0,0,0,0,0,0,0,0,0,6,24,5,0,0,0
"x214",90732,127.508,37.737,"2",77.0427559667581,64.8229418266672,0,0,0,0,0,0,0,0,0,1,1,0,5,26,10,0,0,0
"x215",179558,127.3497,37.8162,"3",163.506482355287,163.506482355287,1,7,12,3,7,2,5,0,1,1,17,3,1,14,156,12,5,3
"x216",97800,127.4877,37.936,"2",205.994550408719,330.923822888283,0,0,0,0,0,1,0,0,0,1,0,0,6,9,3,0,0,0
"x217",90740,127.464,37.9664,"3",10.8192000583686,30.7616410331242,0,0,0,1,0,0,0,0,0,0,0,0,6,24,1,0,0,0
"x218",90741,127.464,37.9664,"1",16.2288004032258,27.6854771505376,0,0,0,1,0,0,0,0,0,0,0,0,6,24,1,0,0,0
"x219",173837,127.4541,37.9771,"1",293.305637716199,300.000076994607,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x220",173838,127.4541,37.9771,"1",607.629093664747,607.629093664747,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x221",173839,127.4541,37.9771,"3",469.693186210641,521.927351972494,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x222",173840,127.4541,37.9771,"1",484.944794520548,525.121811263318,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x223",173841,127.4541,37.9771,"1",531.703468502933,578.827671512369,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x224",173842,127.4541,37.9771,"1",531.703468502933,578.827671512369,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x225",173843,127.4541,37.9771,"1",531.703468502933,578.827671512369,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x226",173844,127.4541,37.9771,"1",531.703468502933,578.827671512369,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x227",173845,127.4541,37.9771,"1",531.703468502933,578.827671512369,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x228",173846,127.4541,37.9771,"1",531.703468502933,578.827671512369,0,0,0,1,0,0,0,0,0,0,0,0,1,17,1,0,0,0
"x229",90743,127.5416,37.8878,"1",3.52799978127734,27.4094269466317,1,2,0,0,0,2,1,0,1,0,4,4,6,17,29,0,0,1
"x230",173227,127.5483,37.8816,"1",156.404186465083,157.591011519078,1,2,2,2,0,2,1,0,1,1,4,4,4,18,28,0,0,1
"x231",150475,127.333,37.7693,"2",170.092793415638,247.379950617284,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x232",185168,127.3317,37.7659,"1",583.002527646129,583.002527646129,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x233",185169,127.3317,37.7659,"1",1103.96760683761,1135.56286324786,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x234",185181,127.3326,37.7657,"1",635.19473381846,635.19473381846,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x235",185189,127.3366,37.7708,"1",174.157522123894,174.423008849558,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
"x236",185191,127.3337,37.7666,"1",755.172,755.172,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"x237",85901,127.4909,37.6537,"2",1.8,1.8,0,0,0,0,0,0,1,0,0,0,0,0,2,2,2,0,0,0
"x238",86977,127.5214,37.6136,"3",0.405,0.405,0,0,0,0,0,0,0,0,0,0,1,0,1,2,2,0,0,0
"x239",119145,127.521,37.618,"3",0.9,0.9,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"x240",119143,127.5191,37.6163,"1",0.918,0.918,0,0,0,0,0,0,0,0,0,0,1,0,1,3,0,0,0,0
"x241",85839,127.5192,37.6153,"1",0.405,0.405,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
"x242",85840,127.5207,37.6182,"4",0.355,0.355,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"x243",85841,127.5198,37.6173,"1",0.355,0.355,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x244",85842,127.5196,37.6159,"3",0.405,0.405,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,0,0,0
"x245",85843,127.5198,37.6151,"1",0.38,0.38,0,0,0,0,0,0,0,0,0,0,1,0,1,2,0,0,0,0
"x246",181195,127.4884,37.6826,"1",0.715774647887324,12.3904225352113,2,8,3,3,2,0,2,0,2,0,28,2,1,6,76,11,3,4
"x247",180201,127.4888,37.6822,"1",2.15343915343915,24.7417989417989,2,9,4,3,2,0,3,0,2,0,28,2,0,5,76,12,3,4
"x248",181128,127.4883,37.6825,"1",19.4,19.4270833333333,2,8,4,3,2,0,2,0,2,0,28,2,1,6,76,11,3,4
"x249",181126,127.4887,37.6824,"1",19.4,19.4448275862069,2,9,4,3,2,0,3,0,2,0,27,2,1,6,76,12,3,4
"x250",181127,127.4887,37.6823,"1",19.4,19.4787878787879,2,9,4,3,2,0,3,0,2,0,28,2,1,6,76,12,3,4
"x251",179447,127.4821,37.6675,"2",5.92507462686567,6.12790149253731,0,2,0,0,0,0,2,0,1,1,8,0,1,7,23,1,0,0
"x252",177212,127.4822,37.6674,"1",4.22395535714286,8.67023214285714,0,2,0,0,0,0,2,0,1,1,8,0,1,7,23,1,0,0
"x253",179449,127.4813,37.6683,"4",7.5872582781457,8.93128623988227,0,2,0,0,0,0,3,0,1,1,12,0,1,10,30,1,0,0
"x254",179448,127.4806,37.6685,"1",7.28275,7.522,0,2,0,0,0,0,2,0,1,1,14,0,1,10,31,1,0,0
"x255",177242,127.4806,37.6685,"1",8.766,8.766,0,2,0,0,0,0,2,0,1,1,14,0,1,10,31,1,0,0
"x256",181142,127.4823,37.6672,"3",4.41122155688623,8.84184431137725,0,2,0,0,0,0,2,0,1,1,8,0,1,7,23,1,0,0
"x257",182968,127.4804,37.6687,"1",7.91363247863248,9.35594017094017,0,2,0,0,0,0,2,0,1,1,13,0,1,11,28,1,0,0
"x258",182836,127.4802,37.6689,"1",20.705,20.705,0,2,0,0,0,0,2,0,1,1,13,0,1,10,27,2,0,0
"x259",182837,127.4801,37.6691,"1",4.9604,4.9604,0,2,0,0,0,0,2,0,1,1,14,0,1,10,28,2,0,0
"x260",179351,127.4792,37.6704,"1",2.12413793103448,4.00885440613027,0,2,0,0,0,0,2,0,1,0,16,0,1,11,34,2,0,0
"x261",177801,127.4802,37.6696,"1",16.3,16.9722142857143,0,2,0,0,0,0,2,0,1,1,17,0,1,10,34,2,0,0
"x262",177930,127.4804,37.6693,"2",5.3,15.9,0,2,0,0,0,0,2,0,1,1,17,0,1,10,33,2,0,0
"x263",179443,127.4803,37.6695,"1",2.4002,45.51817,0,2,0,0,0,0,2,0,1,1,17,0,1,10,34,2,0,0
"x264",179555,127.4798,37.6702,"3",15.9223677130045,17.2509177877429,0,2,0,0,0,0,2,0,1,0,16,0,1,10,31,2,0,0
"x265",177290,127.5237,37.7244,"1",0.83705223880597,1.21534328358209,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0
"x266",179071,127.5241,37.725,"1",0.705,0.73572,0,0,0,0,1,0,0,0,0,0,0,0,4,2,1,0,0,0
"x267",177289,127.5236,37.7239,"4",2.34085409252669,2.40003629893238,0,0,0,0,1,0,0,0,0,0,0,0,3,2,1,0,0,0
"x268",181064,127.5254,37.7224,"1",1.2,1.21771974522293,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
"x269",179002,127.526,37.722,"1",0.0674418604651163,3.10581395348837,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x270",181062,127.526,37.7233,"2",2.00891089108911,2.02268646864686,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x271",181060,127.5259,37.7239,"1",1.2,1.24091176470588,0,0,0,0,0,0,0,0,0,0,0,0,4,2,1,0,0,0
"x272",181058,127.5262,37.7228,"1",1.66017543859649,1.67644444444444,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,0,0,0
"x273",181057,127.5263,37.7226,"1",1.09599290780142,1.11572340425532,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x274",181056,127.5266,37.722,"1",2.14213483146067,2.14995505617978,0,0,0,0,0,0,0,0,0,0,0,0,3,2,2,0,0,0
"x275",181092,127.5265,37.7218,"1",4.35,4.371734375,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x276",177278,127.5263,37.7218,"1",0.197916666666667,3.64166666666667,0,0,0,0,0,0,0,0,0,0,0,0,3,2,1,0,0,0
"x277",85809,127.5413,37.7138,"1",0.30304347826087,0.30304347826087,0,0,0,0,0,0,0,0,0,0,0,0,8,9,3,1,0,0
"x278",171472,127.5041,37.6723,"1",32.75,32.75,0,1,1,0,0,0,1,0,0,0,4,1,4,1,27,2,1,1
"x279",174888,127.5184,37.6712,"1",19.15,30.1676470588235,0,0,0,1,0,0,0,0,0,0,1,0,6,1,6,0,0,0
"x280",86093,127.5029,37.6732,"1",1.14162895927602,1.14162895927602,1,2,1,0,0,0,1,0,0,0,8,1,4,2,36,4,1,2
"x281",159253,127.5071,37.6701,"1",29.9,29.9,0,0,0,1,0,0,0,0,0,0,3,0,4,2,12,1,0,0
"x282",161614,127.509,37.6692,"1",20.85,20.85,0,0,0,1,0,0,0,0,0,0,3,0,5,2,11,1,0,0
"x283",187294,127.5009,37.6736,"4",1.55,1.55,2,4,3,0,1,0,2,0,0,0,16,1,4,2,52,6,2,3
"x284",86089,127.5004,37.675,"1",1.66,1.66,2,3,4,3,2,0,2,0,0,0,16,2,5,2,63,6,2,4
"x285",119110,127.5209,37.6177,"2",1.78,1.78,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"x286",119111,127.5203,37.6177,"3",0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"x287",119121,127.5205,37.6174,"1",0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"x288",119112,127.5201,37.6174,"4",0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x289",119113,127.5195,37.617,"2",0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x290",119116,127.5205,37.6174,"1",0.98,0.98,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"x291",119117,127.5196,37.6167,"2",1.88,1.88,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x292",119123,127.5213,37.6184,"1",2.18,2.18,0,0,0,0,0,0,0,0,0,0,0,0,1,5,0,0,0,0
"x293",181112,127.494,37.6846,"1",8.4,8.54,2,8,3,3,2,0,1,0,1,0,19,2,2,5,62,9,3,4
"x294",180336,127.4941,37.8384,"1",7.80442477876106,7.80442477876106,0,1,0,0,0,2,0,0,0,0,1,0,2,15,8,0,0,0
"x295",180325,127.4926,37.8392,"1",5.83125,5.83125,0,1,0,0,0,2,0,0,0,0,1,0,2,16,8,0,0,0
"x296",180362,127.4927,37.8393,"4",7.981033153431,7.981033153431,0,1,0,0,0,2,0,0,0,0,1,0,2,16,8,0,0,0
"x297",180345,127.4912,37.8411,"2",7.28522727272727,7.28522727272727,0,1,0,0,0,2,0,0,0,0,1,0,3,15,10,0,0,0
"x298",180346,127.4919,37.8405,"3",12.7128158844765,12.7128158844765,0,1,0,0,0,2,0,0,0,0,1,0,3,15,9,0,0,0
"x299",86976,127.5199,37.6167,"1",2.48,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x300",119109,127.5199,37.6168,"1",1.66,1.66,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x301",86975,127.5198,37.6165,"1",2.48,2.48,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
"x302",180337,127.4941,37.8385,"4",2.74512411347518,2.74512411347518,0,1,0,0,0,2,0,0,0,0,1,0,2,15,8,0,0,0
"x303",180344,127.4939,37.8387,"2",3.39184397163121,3.39184397163121,0,1,0,0,0,2,0,0,0,0,1,0,2,15,8,0,0,0
"x304",180343,127.4935,37.839,"3",6.84596443228454,6.84596443228454,0,1,0,0,0,2,0,0,0,0,1,0,2,17,8,0,0,0
"x305",180335,127.493,37.8385,"3",3.5605577689243,3.5605577689243,0,1,0,0,0,1,0,0,0,0,1,0,2,16,9,0,0,0
"x306",180342,127.4927,37.8392,"1",8.54271844660194,8.54271844660194,0,1,0,0,0,2,0,0,0,0,1,0,2,16,8,0,0,0
"x307",183345,127.4939,37.8385,"1",3.29,3.29,0,1,0,0,0,2,0,0,0,0,1,0,2,15,8,0,0,0
"x308",171591,127.5044,37.6721,"1",32.1,32.1,0,1,1,1,0,0,1,0,0,0,4,1,4,1,23,2,1,1
"x309",86113,127.5005,37.6749,"1",2.01,2.01,2,3,4,3,2,0,2,0,0,0,15,2,5,2,59,6,2,4
"x310",86115,127.5003,37.6751,"1",2.05886419753086,2.05886419753086,2,4,4,3,2,0,2,0,0,0,17,2,5,2,63,7,2,4
"x311",183460,127.503,37.6452,"1",16.566,16.566,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"x312",183244,127.5032,37.6451,"1",11.9081052631579,11.9081052631579,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"x313",183243,127.5031,37.6451,"1",15.9237115384615,15.9237115384615,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"x314",183461,127.5029,37.6452,"1",16.566,18.391,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"x315",85825,127.5177,37.6212,"1",0.6,0.6,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"x316",119129,127.5181,37.6211,"1",2.39,2.39,0,0,0,0,0,0,0,0,0,0,0,0,1,4,0,0,0,0
"x317",180339,127.4922,37.841,"1",7.60794979079498,7.60794979079498,0,1,0,0,0,2,0,0,0,0,1,0,3,15,9,0,0,0
"x318",183359,127.4922,37.841,"1",3.74,3.74,0,1,0,0,0,2,0,0,0,0,1,0,3,15,9,0,0,0
"x319",180360,127.4922,37.841,"3",8.81655948553055,8.81655948553055,0,1,0,0,0,2,0,0,0,0,1,0,3,15,9,0,0,0
"x320",180341,127.4922,37.841,"3",8.89444444444444,8.89444444444444,0,1,0,0,0,2,0,0,0,0,1,0,3,15,9,0,0,0
"x321",180359,127.4922,37.841,"1",9.9,9.9,0,1,0,0,0,2,0,0,0,0,1,0,3,15,9,0,0,0
"x322",180340,127.4928,37.8405,"1",9,9,0,1,0,0,0,2,0,0,0,0,1,0,2,15,8,0,0,0
"x323",180357,127.4928,37.8405,"1",9.9,9.9,0,1,0,0,0,2,0,0,0,0,1,0,2,15,8,0,0,0
"x324",180358,127.4928,37.8405,"1",9.9,9.9,0,1,0,0,0,2,0,0,0,0,1,0,2,15,8,0,0,0
"x325",183347,127.4928,37.8405,"1",3.74,3.74,0,1,0,0,0,2,0,0,0,0,1,0,2,15,8,0,0,0
"x326",180334,127.4931,37.8405,"2",1.85371428571429,1.85371428571429,0,1,0,0,0,2,0,0,0,0,1,0,2,15,8,0,0,0
"x327",180356,127.4942,37.8396,"1",4.7,4.7,0,1,0,0,0,2,0,0,0,0,1,0,2,17,9,0,0,0
"x328",183360,127.493,37.8401,"1",2.69,2.69,0,1,0,0,0,2,0,0,0,0,1,0,2,16,7,0,0,0
"x329",180338,127.493,37.8401,"1",9.9,9.9,0,1,0,0,0,2,0,0,0,0,1,0,2,16,7,0,0,0
"x330",168342,127.501,37.8385,"1",0.957,0.957,0,3,3,0,0,5,1,0,0,0,7,1,4,8,73,1,1,2
"x331",87065,127.4997,37.838,"1",2.15,2.15,0,3,3,0,0,5,1,0,0,0,6,0,3,8,55,0,1,2
"x332",87066,127.5,37.838,"1",2.15,2.15,0,3,3,0,0,5,1,0,0,0,6,0,3,8,65,0,1,2
"x333",87067,127.5003,37.8381,"1",2.15,2.15,0,3,3,0,0,5,1,0,0,0,6,1,3,8,72,0,1,2
"x334",168338,127.4994,37.838,"1",2.15,2.15,0,3,3,0,0,5,1,0,0,0,5,0,3,8,49,0,1,2
"x335",168344,127.4993,37.838,"1",2.15,2.15,0,3,3,0,0,5,1,0,0,0,4,0,3,8,47,0,1,2
"x336",87068,127.4981,37.8341,"1",2.27,2.27,0,3,3,1,0,3,1,0,0,0,4,0,4,7,46,0,0,0
"x337",87069,127.4975,37.8335,"1",2.27,2.27,0,1,3,1,0,1,0,0,0,0,1,0,4,7,20,0,0,0
"x338",87070,127.4978,37.8338,"1",2.27,2.27,0,2,3,1,0,3,1,0,0,0,1,0,4,7,28,0,0,0
"x339",95860,127.5159,37.8178,"2",2.15,2.15,2,8,7,1,0,10,2,1,3,1,14,4,2,19,111,13,5,2
"x340",95861,127.5162,37.8179,"1",2.15,2.15,2,8,7,1,0,10,2,1,3,1,14,4,2,21,113,13,5,2
"x341",95863,127.516,37.8178,"1",1.95,1.95,2,7,7,1,0,10,2,1,3,1,14,4,2,19,110,13,5,2
"x342",145119,127.5148,37.8173,"3",1.33041717791411,1.33041717791411,2,7,7,1,0,11,2,1,3,1,14,4,2,18,103,13,4,2
"x343",84046,127.5146,37.8177,"1",17,17,2,7,8,1,1,12,2,1,3,1,15,4,2,17,111,13,5,2
"x344",84047,127.5146,37.8175,"1",6.6,6.6,2,7,8,1,0,11,2,1,3,1,14,4,2,17,104,13,5,2
"x345",84050,127.5147,37.8176,"1",17,17,2,7,8,1,0,12,2,1,3,1,15,4,2,17,106,13,5,2
"x346",84051,127.5146,37.8176,"1",17,17,2,7,8,1,0,12,2,1,3,1,15,4,2,17,106,13,5,2
"x347",180860,127.4896,37.6876,"4",19,19.0027142303218,0,1,3,3,0,0,0,0,0,0,5,0,3,4,8,2,0,0
"x348",181174,127.4893,37.6871,"1",19.2,19.2767441860465,0,1,3,3,2,0,0,0,0,0,5,0,3,4,16,3,0,0
"x349",180347,127.492,37.8404,"1",10.3394736842105,10.3394736842105,0,1,0,0,0,2,0,0,0,0,1,0,3,15,8,0,0,0
"x350",83729,127.5008,37.8382,"1",0.957,0.957,0,3,3,0,0,5,1,0,0,0,7,1,3,8,73,1,1,2
"x351",87064,127.5017,37.8382,"1",2.15,2.15,0,3,5,1,1,6,1,0,0,0,8,1,3,8,80,1,2,3
"x352",92899,127.5021,37.8386,"1",2.1499976744186,2.1499976744186,0,3,5,1,1,6,1,0,0,0,8,1,3,7,82,1,2,3
"x353",92879,127.5161,37.8178,"1",1.95,1.95,2,7,7,1,0,10,2,1,3,1,14,4,2,19,111,13,5,2
"x354",84042,127.5155,37.8178,"4",2.15,2.15,2,8,8,1,1,11,2,1,3,1,15,4,2,20,112,13,5,2
"x355",87097,127.5095,37.8431,"1",1.44,1.44,0,2,2,0,0,5,2,0,0,0,4,1,6,11,39,0,1,2
"x356",87096,127.5096,37.8431,"1",1.44,1.44,0,2,2,0,0,6,2,0,0,0,4,1,6,11,39,0,1,2
"x357",87098,127.5125,37.8414,"2",1.58,1.58,0,5,4,0,1,5,1,0,0,0,6,1,6,10,74,2,2,3
"x358",87099,127.5133,37.841,"2",1.48,1.48,0,5,4,0,2,6,1,0,0,0,8,1,6,7,79,2,2,3
"x359",87101,127.5106,37.8423,"3",1.44,1.44,0,5,3,0,0,4,2,0,0,0,5,1,5,10,55,0,1,2
"x360",87100,127.5108,37.8422,"4",1.44,1.44,0,5,3,0,0,4,2,0,0,0,5,1,5,10,56,0,1,2
"x361",168336,127.5009,37.8384,"1",0.957,0.957,0,3,3,0,0,5,1,0,0,0,7,1,3,8,72,1,1,2
"x362",168340,127.502,37.8385,"1",2.15,2.15,0,3,5,1,1,6,1,0,0,0,8,1,4,7,82,1,2,3
"x363",174079,127.5026,37.8387,"1",2.95,2.95,0,6,5,1,1,6,1,0,0,0,8,1,3,8,84,1,3,3
"x364",175285,127.488,37.6846,"1",13.55,13.55,1,7,3,3,2,0,0,0,1,0,23,1,1,7,51,11,2,3
"x365",175284,127.4879,37.6843,"1",8.0595,8.0595,1,7,3,3,2,0,0,0,1,0,23,1,1,7,56,11,2,3
"x366",175287,127.4881,37.6858,"3",13.7,13.7,1,6,3,3,2,0,0,0,1,0,16,1,2,5,39,7,2,1
"x367",181173,127.4892,37.6869,"2",19.2,19.2078703703704,0,1,3,3,2,0,0,0,0,0,6,0,3,5,24,4,0,1
"x368",181175,127.4899,37.6878,"2",19.2,19.2089918256131,0,1,3,3,0,0,0,0,0,0,4,0,3,4,6,2,0,0
"x369",119095,127.4958,37.6861,"1",3,3,1,1,3,3,2,0,0,0,0,0,4,0,3,6,19,3,1,2
"x370",183590,127.4905,37.6902,"1",15.7197523809524,15.7197523809524,0,1,0,2,0,0,0,0,0,0,2,0,3,8,5,2,0,0
"x371",183589,127.4906,37.6902,"1",56.85,56.85,0,1,0,2,0,0,0,0,0,0,2,0,4,8,5,2,0,0
"x372",183588,127.4906,37.6902,"1",26.95,26.95,0,1,0,2,0,0,0,0,0,0,2,0,4,8,5,2,0,0
"x373",183587,127.4906,37.6901,"1",26.95,26.95,0,1,0,2,0,0,0,0,0,0,2,0,3,8,5,2,0,0
"x374",185591,127.4905,37.689,"2",17.9528422273782,17.9528422273782,0,1,0,2,0,0,0,0,0,0,2,0,3,7,5,2,0,0
"x375",180861,127.4903,37.6885,"1",19.2,19.2322580645161,0,1,0,2,0,0,0,0,0,0,2,0,3,6,6,2,0,0
"x376",186585,127.4903,37.689,"4",2.65917537746806,2.67391927990708,0,1,0,2,0,0,0,0,0,0,2,0,3,7,5,2,0,0
"x377",186584,127.4903,37.6888,"3",19.6,19.919,0,1,0,2,0,0,0,0,0,0,2,0,3,7,5,2,0,0
"x378",175286,127.4881,37.6851,"4",9.47315608919383,9.90026758147513,1,6,3,3,2,0,0,0,1,0,22,1,1,6,49,10,2,3
"x379",180967,127.4882,37.6864,"3",13.3,13.3108695652174,0,6,3,3,2,0,0,0,1,0,12,1,2,5,32,5,2,1
"x380",143256,127.5063,37.8394,"1",6.17042168674699,6.17042168674699,0,7,6,1,4,10,1,0,1,0,8,3,3,11,89,2,3,3
"x381",164412,127.5106,37.8327,"1",7.59,7.59,2,16,10,2,20,25,1,0,6,1,16,5,6,19,270,13,15,9
"x382",183245,127.5029,37.6451,"1",16.566,16.566,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"x383",185945,127.5027,37.6451,"1",16.566,16.885,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"x384",119147,127.5008,37.647,"1",2.58,2.58,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"x385",119148,127.5005,37.6471,"1",3.15,3.15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"x386",119149,127.5002,37.647,"1",3.15,3.15,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0
"x387",85792,127.5225,37.6108,"2",0.345,0.345,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0
"x388",85793,127.5225,37.6111,"3",0.3,0.3,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0
"x389",119085,127.5225,37.611,"1",0.174,0.174,0,0,0,0,0,0,0,0,0,0,1,0,1,2,3,0,0,0
"x390",160901,127.5169,37.8287,"3",5.21949685534591,6.7658962264151,3,16,7,2,20,23,1,0,6,1,17,7,5,25,276,17,18,10
"x391",83736,127.5166,37.8302,"4",4.47189759036145,2.31726764199656,3,16,8,2,20,25,2,0,6,1,18,7,6,25,276,16,18,10
"x392",118849,127.5074,37.8395,"3",3.46,3.46,0,7,6,1,5,9,1,0,1,0,9,3,4,11,95,2,3,3
"x393",154050,127.5059,37.8393,"1",3.75,3.75,0,7,6,1,4,10,1,0,1,0,8,3,4,11,90,2,3,3
"x394",175063,127.4839,37.6802,"1",4.53334210526316,13.6,2,8,3,3,2,0,2,0,2,0,30,1,3,10,75,10,2,3
"x395",175066,127.484,37.6803,"3",13.2,13.2,2,8,3,3,2,0,2,0,2,0,30,1,3,10,76,10,2,3
"x396",175065,127.4834,37.6799,"1",4.36668181818182,13.1,1,8,3,3,2,0,2,0,2,0,31,1,3,10,74,9,2,3
"x397",180935,127.4868,37.6817,"3",14.1,15.092127388535,2,8,3,3,2,0,2,0,2,0,31,2,1,6,82,10,3,4
"x398",180905,127.484,37.6809,"1",12.85,12.9018518518519,1,8,3,3,2,0,2,0,2,0,29,1,2,9,72,10,2,3
"x399",180200,127.4842,37.681,"1",4.62458333333333,17.6204166666667,1,8,3,3,2,0,2,0,2,0,30,1,2,9,72,10,2,3
"x400",188323,127.4853,37.6811,"1",2.26922727272727,15.0416666666667,2,8,3,3,2,0,2,0,2,0,31,2,1,8,81,10,3,4
"x401",175060,127.4849,37.6808,"1",6.8,13.6,2,8,3,3,2,0,2,0,2,0,30,1,2,8,77,10,3,4
"x402",183049,127.4846,37.6806,"1",7.7741935483871,20.8172043010753,2,8,3,3,2,0,2,0,2,0,30,1,2,9,76,10,2,3
"x403",188321,127.4857,37.6813,"1",2.12143373493976,13.7892771084337,2,8,3,3,2,0,2,0,2,0,32,2,1,8,83,10,3,4
"x404",188294,127.4859,37.6813,"1",3.78400292184076,11.3520087655223,2,8,3,3,2,0,2,0,2,0,32,2,1,8,83,10,3,4
"x405",180889,127.4852,37.681,"1",14.45,15.15,2,8,3,3,2,0,2,0,2,0,31,2,1,8,81,10,3,4
"x406",188322,127.4855,37.6811,"2",2.26923243243243,14.75,2,8,3,3,2,0,2,0,2,0,32,2,1,8,83,10,3,4
