"category","longitude","latitude","SW8","PNU","PNILP","PAREA","JIMOK","SPFC1","SPFC2","LAND_USE","GEO_HL","GEO_FORM","ROAD_SIDE","MT1","CS2","PS3","SC4","AC5","PK6","OL7","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"medical",126.0783037,37.2068691,0,4159012800100599808,2820000,5233,8,22,0,230,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medical",126.7086438,37.165806,0,4159035029102770176,283900,9783,8,43,0,220,2,4,4,1,1,2,2,1,2,3,0,0,5,2,0,2,45,9,1,2
"medical",126.9046938,37.1292464,0,4159025922103090176,859500,3305.8,8,14,0,160,2,2,5,1,17,20,2,16,8,7,9,0,50,1,0,11,393,47,23,12
"medical",126.9717901,37.1601539,0,4159041028102600192,437200,13835,8,64,0,240,3,7,6,0,6,2,1,1,0,6,2,1,19,1,4,0,54,2,2,0
"medical",126.9609615,37.2169262,0,4159025324106140160,807300,1584,8,14,0,230,2,3,4,2,12,41,8,66,9,1,8,3,26,1,4,1,218,29,22,12
"medical",126.9840283,37.2240544,0,4159012400104569856,333700,4272,8,42,0,160,2,7,6,0,4,38,4,28,0,3,2,1,30,1,4,0,81,7,7,4
"medical",126.0783037,37.2068691,0,4159012800100599808,2820000,5233,8,22,0,230,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"medical",126.8310106,37.6577102,0,4128110100106030080,1758000,3008.5,8,14,0,240,2,7,7,0,34,53,2,75,19,3,20,8,112,9,2,36,721,61,56,25
"medical",127.2502801,37.4163642,0,4161010100101150208,2305000,2338,8,13,0,240,2,4,5,1,26,41,6,88,21,4,7,1,84,5,3,9,540,61,29,13
"medical",126.9256224,37.3329208,1,4141010300107700224,1211000,7571,8,44,0,160,2,7,2,0,6,10,1,11,7,5,1,0,20,2,4,0,101,22,7,2
"medical",127.1890852,37.7106021,0,4136025328110850048,484000,3762.3,28,43,0,990,2,4,8,2,18,29,3,38,9,1,10,1,40,1,0,4,255,16,24,13
"medical",127.0518148,37.8965231,2,4125010300107140096,911800,3295.1,8,15,0,160,2,4,4,1,49,65,8,88,32,4,16,4,118,4,0,19,787,57,56,31
"medical",126.7998523,37.4801494,1,4119011000100639744,2062000,13973.8,8,14,0,160,2,4,5,1,42,84,11,125,24,5,25,5,171,9,3,14,846,90,57,40
"medical",127.1245446,37.4109202,1,4113510700103490048,6541000,2991.8,8,21,0,240,2,4,5,3,40,54,7,182,22,1,36,8,131,9,2,5,872,115,106,44
"medical",127.1440466,37.4442717,2,4113110100134349824,4394000,3319.7,8,16,0,240,2,3,3,1,86,103,9,211,90,4,45,4,301,22,1,179,1751,144,185,95
"medical",126.784883,37.4452631,0,4139010100104840192,2002000,341.7,8,13,0,240,2,3,4,5,45,48,5,79,28,4,19,3,167,4,4,27,1100,73,77,35
"medical",127.0606114,38.0232338,0,4180025322105769984,242300,32804,8,43,0,240,3,7,4,2,14,8,0,14,28,3,7,1,39,4,0,26,323,36,28,16
"medical",127.0777805,37.1593655,0,4137010100100250112,1418000,10183,8,14,0,160,2,7,2,0,16,56,5,30,18,4,2,5,40,5,1,6,264,17,9,7
"medical",127.106688,37.2725139,2,4146310200103520256,3550000,1425.3,8,22,0,210,2,4,5,2,27,37,8,89,37,11,20,6,100,6,2,25,565,56,55,22
"medical",127.1774648,37.2407685,2,4146110300105560064,2962000,81403.4,8,21,0,220,3,7,5,0,2,19,2,14,12,4,1,3,27,7,4,3,60,6,6,2
"medical",126.9720391,37.3437272,0,4143010100101080064,1060000,3708,8,16,0,160,2,7,2,1,8,20,4,18,23,5,8,0,43,9,4,1,180,13,18,10
"medical",127.0395136,37.7359882,6,4115010100105160192,2255000,1617.8,8,14,0,220,2,4,5,2,82,55,5,101,49,7,44,8,144,15,3,94,1461,135,109,32
"medical",127.45224,37.288799,0,4150010900101519872,936000,329,8,43,0,210,2,7,5,4,26,35,8,120,15,6,9,0,91,2,5,8,417,34,21,9
"medical",127.1117855,36.9907152,0,4122011800108499968,1037000,5102,8,14,0,160,2,4,2,5,37,44,8,144,19,5,20,6,83,13,0,7,586,66,45,22
"medical",127.2146136,37.5390409,0,4145010600105200128,5742000,27165,8,22,0,220,2,1,2,3,26,69,12,107,18,5,19,8,186,9,1,20,693,59,81,28
"medical",126.9046624,37.1291724,0,4159025922103090176,859500,3305.8,8,14,0,160,2,2,5,1,17,20,2,15,8,6,9,0,48,1,0,11,391,46,23,12
"medical",127.4240845,37.7402418,1,4182032521103329792,160200,2572,2,43,14,510,3,7,8,1,9,8,2,16,8,1,2,0,34,4,4,54,187,23,13,5
"medical",127.3057747,37.4743585,0,4161034026100729856,316000,7177,8,44,0,110,2,7,6,1,4,8,0,4,2,1,0,0,22,3,0,8,81,18,5,4
"medical",127.2313741,37.3692615,0,4161025021102530048,1564000,2566,8,14,0,240,2,4,6,1,3,7,0,1,1,1,0,0,16,2,0,0,59,2,3,3
"medical",127.3311923,37.3044059,0,4161033021100579840,327800,3208,8,64,0,110,2,7,6,1,2,2,2,1,0,1,0,0,5,2,2,0,25,0,0,1
"medical",127.1380967,37.5915094,0,4131010500108480000,3876000,4815.6,8,16,0,240,2,3,5,1,63,76,12,208,27,3,23,5,212,14,4,75,1674,122,116,44
"medical",126.5824782,37.6490137,0,4157034025105299968,719000,501,8,13,0,310,2,4,8,1,9,3,2,3,3,4,3,0,21,3,0,1,108,7,6,2
"medical",126.6313023,37.7199569,0,4157036021106229760,787600,590,8,14,13,210,2,7,8,1,6,1,4,2,1,1,2,0,13,6,2,1,101,4,7,5
"medical",127.3310967,37.6521713,0,4136025627103940096,399500,2499,2,13,0,150,2,7,12,1,5,4,3,3,0,5,1,2,6,0,3,2,36,0,1,1
"medical",127.2111396,37.5877001,1,4136025021104580096,2449000,109,8,22,13,330,2,7,8,2,17,53,3,94,8,1,19,2,81,7,2,3,371,38,52,21
"medical",126.7401945,37.3467193,1,4139013200117989888,1402000,3122.6,8,13,0,160,2,1,5,2,72,65,7,77,29,5,36,3,216,5,0,20,1221,59,76,27
"medical",126.8770727,37.3642525,0,4127111300104670208,363000,333.3,22,14,0,910,2,2,2,0,8,10,4,8,1,2,3,0,27,2,2,2,106,4,5,3
"medical",126.5856556,37.2432077,0,4127311100104750080,253600,509,8,13,0,110,2,7,8,1,0,3,3,1,0,2,0,0,12,3,5,2,42,3,5,3
"medical",126.790085,37.3320609,2,4127310800109910016,137000,24865,22,43,0,930,2,7,2,1,42,48,9,33,11,4,31,1,104,7,2,12,594,59,40,25
"medical",127.1944316,37.0599926,0,4155036021103260160,395400,241,8,14,0,220,2,7,8,1,4,1,2,0,0,1,1,0,8,3,1,2,56,7,2,2
"medical",127.4769922,37.0904934,0,4155039028102530048,464900,3188,8,13,0,220,2,4,6,1,3,4,3,2,2,1,1,1,10,2,2,1,80,8,5,2
"medical",127.3170148,36.9970535,0,4155032021100199936,162800,19950,8,43,0,220,3,7,6,1,1,6,1,0,0,1,1,0,0,4,1,0,28,2,1,0
"medical",127.1288276,37.0394371,0,4155038026102689792,539000,88,8,14,0,310,2,4,6,0,5,2,1,0,0,7,1,0,19,3,2,0,53,3,1,3
"medical",127.0063709,37.8699737,0,4163031023100680192,75100,3554,2,42,0,610,2,4,12,0,2,0,0,0,1,3,0,0,9,0,6,0,22,2,0,1
"medical",127.4583746,37.5220175,0,4183034021107789824,195600,2139,8,64,0,160,3,7,8,0,2,2,1,5,3,0,0,1,15,3,0,3,42,6,0,3
"medical",127.4023796,37.5134626,1,4183033029103640064,391200,1313,8,64,0,160,2,7,8,1,3,1,2,0,0,2,0,0,20,1,0,3,63,2,0,1
"medical",127.4111867,37.4961065,0,4183032021100480000,467200,152,8,64,0,220,2,7,8,0,1,3,1,1,5,1,2,1,5,3,2,7,25,3,1,0
"medical",127.6733498,37.538715,0,4183036021103430144,119000,667,8,64,0,160,2,7,10,1,2,2,2,0,1,1,0,0,2,5,1,3,14,1,0,0
"medical",127.7107605,37.5560205,0,4183037021106250240,176500,3850,8,14,0,160,2,7,4,1,1,2,3,0,2,1,0,0,4,2,7,1,21,4,0,3
"medical",127.5387244,37.4223375,0,4183041033104099840,213600,1288,8,43,0,160,2,4,4,1,1,3,2,1,0,2,0,0,6,2,0,0,37,5,0,1
"medical",127.3516044,37.6055053,0,4183035021107760128,328400,950,8,64,0,110,2,7,8,1,2,4,2,1,0,1,0,3,34,5,3,5,62,6,4,1
"medical",127.7513442,37.4246514,0,4183038022101600256,547400,3227,2,13,0,220,2,7,6,1,1,3,3,1,1,1,0,0,12,3,1,1,33,6,2,1
"medical",127.5714772,37.2970262,0,4167034033102620160,197900,512,8,13,0,160,2,4,8,1,1,1,1,2,3,1,0,0,12,3,2,2,24,1,1,1
"medical",127.5430854,37.3310732,0,4167032032102139904,96700,1886,1,64,0,160,2,7,8,1,0,2,1,1,4,1,0,0,2,2,2,0,13,1,0,1
"medical",127.6623833,37.2056782,0,4167031021101300224,207100,536,8,64,0,110,2,3,8,1,2,2,3,1,0,1,0,0,2,2,1,1,36,2,1,1
"medical",127.5452363,37.201587,0,4167025021101380096,509400,3398,8,13,0,160,2,7,6,1,7,7,1,11,5,5,2,0,9,4,1,4,151,14,9,6
"medical",127.587171,37.3735442,0,4167035037103799808,272300,1854,8,14,0,310,2,7,8,0,2,4,4,2,2,1,0,0,13,2,2,5,47,5,2,2
"medical",127.4430644,37.4016219,0,4167038021101210112,406700,3172,8,64,0,220,2,7,6,1,0,2,2,1,2,0,1,1,2,4,2,0,13,0,0,2
"medical",127.0770783,38.1349366,0,4180025023101490176,108100,1103,8,64,0,160,2,4,9,0,0,1,1,0,0,0,0,0,1,0,0,3,18,1,0,1
"medical",126.9139035,38.0310883,0,4180033021105189888,153000,1093,8,64,0,160,2,4,6,1,1,2,2,0,0,1,0,0,3,5,0,1,17,2,0,1
"medical",127.1080812,38.0322821,0,4180032024105149952,85600,638,8,64,0,160,2,7,8,0,1,1,2,0,0,1,0,0,2,0,0,5,16,3,0,1
"medical",127.2424574,37.3293697,0,4146131022100310016,11400,1722,1,41,0,720,4,7,12,1,7,7,1,14,1,1,1,0,18,4,4,1,40,4,0,0
"medical",127.1503531,37.1152903,0,4146132021200790016,249600,99,5,13,0,160,3,7,8,0,1,2,2,2,3,1,0,0,15,5,2,1,33,2,1,1
"medical",127.3130641,37.1663358,0,4146134021100879872,133700,14334,8,43,0,160,3,7,6,1,1,2,2,2,1,0,0,0,9,2,0,2,44,4,1,3
"medical",127.2797303,37.2351945,0,4146136021107010048,489500,7197,8,14,0,160,2,7,8,1,8,10,2,19,0,1,1,0,17,6,2,3,142,16,6,3
"medical",127.2306796,37.2776023,0,4146125021105880064,209300,909,2,43,0,610,2,3,4,1,7,4,2,14,6,3,1,0,17,7,4,3,79,7,2,1
"medical",126.9949998,37.3912234,0,4143010800109830144,1680000,1356.4,8,13,0,160,2,4,5,0,3,11,4,17,11,5,2,0,12,4,7,0,101,17,5,2
"medical",127.4246611,37.2229185,0,4150033023102459904,118700,6935,8,64,0,160,2,7,8,1,1,1,1,3,0,1,0,0,0,2,3,0,11,1,0,1
"medical",127.4925107,37.2296675,0,4150035025101120000,147900,901,8,42,0,110,2,7,8,1,4,4,2,4,6,2,1,1,5,2,0,0,38,3,0,1
"medical",126.7467116,37.7288683,0,4148011700106560000,1328000,1993.5,8,14,0,150,2,4,6,1,26,56,10,53,5,1,10,2,54,3,1,0,217,39,39,6
"medical",126.9175805,37.9541257,0,4148037035200480256,11000,5157,5,43,0,720,3,3,12,2,6,6,2,4,5,4,3,0,8,3,1,16,130,5,8,5
"medical",127.035204,37.1081151,0,4122032021102439936,294400,339,8,64,0,160,3,7,6,0,1,1,1,0,0,1,0,0,3,3,1,0,18,0,0,0
"medical",126.9857587,37.0096053,0,4122034021101289984,547900,2005,8,64,0,220,2,4,7,1,3,3,2,4,1,1,0,0,11,2,1,0,30,2,2,1
"medical",126.8851056,36.9826601,0,4122025627100519936,471000,5527,8,64,0,220,2,4,8,1,5,4,1,7,1,1,2,0,30,2,5,1,64,7,2,1
"medical",127.1592534,37.8533917,0,4165010400106290176,291000,1111,2,13,0,160,2,7,8,1,15,17,1,4,3,1,2,0,44,3,1,1,159,4,4,4
"medical",127.3683313,38.0317613,0,4165038021202359808,853,34612,5,71,0,720,4,4,12,1,3,3,2,1,5,2,1,0,1,3,3,5,73,3,2,1
"medical",127.2296057,37.7887609,0,4165032024103249920,426800,940,28,43,0,220,2,7,4,1,5,2,1,0,1,4,1,1,13,4,1,1,65,3,3,2
"medical",127.2437091,38.0027038,0,4165036021108329984,145300,4309,1,43,0,160,2,4,6,1,3,3,1,1,1,3,0,0,5,3,0,1,60,4,3,2
"medical",127.0784132,37.2068861,0,4159012800100599808,2820000,5233,8,22,0,230,2,2,5,2,25,35,6,200,18,0,20,7,106,3,1,25,619,102,52,21
"medical",126.9100145,37.2523489,1,4159031023103799808,550000,3155,2,13,0,220,2,4,6,1,0,0,0,0,0,1,0,0,7,2,6,3,15,4,0,0
"medical",126.9610384,37.2169944,0,4159025324106140160,807300,1584,8,14,0,230,2,3,4,2,12,41,8,66,9,1,8,3,26,1,4,0,217,29,22,12
"medical",126.8472727,37.0674248,0,4159037024109329920,156600,258,8,64,0,160,3,7,6,0,2,0,0,0,0,0,1,0,0,0,3,0,11,0,0,0
"medical",126.7088119,37.1661336,0,4159035029102770176,283900,9783,8,43,0,220,2,4,4,1,1,2,2,1,2,3,0,0,5,2,0,2,45,9,1,2
"medical",126.7702564,37.2049067,0,4159033021102430208,155800,1422,2,43,0,610,2,7,8,1,7,3,2,3,2,5,1,0,30,3,1,4,66,6,0,2
"medical",127.5961956,37.4871684,1,4183040024103430144,1065000,1052,2,14,0,220,2,7,4,2,14,6,3,16,6,3,3,0,47,5,1,7,182,16,14,8
"medical",127.1895107,37.4771851,0,4161037021102909952,775200,1148,8,51,0,160,3,7,9,0,2,1,1,0,4,0,1,3,1,2,12,2,72,8,0,0
"medical",127.3238608,37.4210618,0,4161025330103090176,294400,268,8,64,0,160,2,7,8,0,0,0,0,0,0,0,0,0,0,0,7,0,5,1,0,0
"medical",126.5889555,37.6293505,0,4157034022200169984,32800,793,5,71,0,720,3,7,12,0,1,1,1,0,0,1,0,0,5,0,0,0,20,0,0,0
"medical",127.1177369,37.7080984,0,4136031021104159744,2155000,2501.2,8,16,0,330,2,4,1,1,12,31,3,33,8,0,2,0,25,4,1,12,162,8,12,4
"medical",127.2149954,37.6935211,0,4136026223201290240,38200,1738,5,64,0,720,3,7,10,1,8,31,3,19,4,1,2,0,28,2,1,3,179,8,9,6
"medical",126.8004911,37.3983306,0,4139011900103989760,866400,331,8,44,0,160,2,4,4,0,4,18,1,22,6,2,3,2,21,0,1,1,117,9,6,4
"medical",126.5763506,37.2224599,0,4127311200110709760,63100,704,2,43,0,510,1,7,12,0,0,1,1,0,0,1,0,1,0,0,3,9,1,0,0,0
"medical",127.3457262,36.9840257,0,4155032026100680192,82800,375,8,71,0,160,2,7,8,0,0,0,0,0,0,0,0,0,0,0,2,1,4,0,0,0
"medical",127.4397453,37.0266616,0,4155040029104779776,99900,231,8,64,0,160,2,4,8,0,0,0,0,0,0,1,0,0,0,0,1,3,5,0,0,0
"medical",127.4333279,37.1181238,0,4155039027104540160,112200,331,8,64,0,160,2,7,8,1,0,0,1,0,0,0,0,0,0,0,0,0,8,0,0,0
"medical",127.1362175,36.9780212,0,4155025027107089920,113700,274,2,64,0,110,2,7,8,0,0,2,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"medical",127.2893435,37.0981233,0,4155042021109280256,90300,273,1,71,0,160,2,7,6,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0
"medical",127.1873882,36.9602196,0,4155034023103020032,184900,392,8,64,0,160,2,4,7,0,1,1,1,0,0,2,1,0,0,0,0,0,4,0,0,0
"medical",127.5012441,37.0667684,0,4155039033102750208,97900,304,8,64,0,110,2,7,8,0,0,0,0,0,0,1,0,0,0,0,1,0,4,0,0,0
"medical",127.3705073,37.0943223,0,4155041022105860096,97800,307,8,64,0,110,2,7,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0
"medical",127.3054834,36.9843063,0,4155032031102230016,123100,200,8,43,0,160,2,7,6,1,1,1,1,1,0,1,0,1,0,0,2,0,9,1,0,0
"medical",127.3089263,37.0894332,0,4155031037106299904,28400,156,1,63,0,510,2,7,12,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"medical",127.2470968,37.1097873,0,4155036031104569856,131400,90,1,64,0,160,2,2,6,0,1,0,1,0,0,0,0,0,1,0,3,1,11,0,0,0
"medical",127.2334389,36.9350622,0,4155033023101309952,99900,582,13,64,0,160,2,7,8,0,1,1,1,0,0,1,1,0,0,0,1,0,2,0,0,0
"medical",127.2582632,36.9167556,0,4155033025102240256,86200,862,8,64,0,110,2,7,8,0,0,1,1,0,0,1,0,0,0,0,1,0,3,0,0,0
"medical",127.195517,37.0312109,0,4155036036101760000,102900,360,8,43,0,160,2,7,8,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0
"medical",126.9504683,37.8185274,0,4163025026102410240,210600,2295,8,64,0,160,2,4,8,0,0,0,0,0,0,2,0,0,1,0,3,1,8,0,0,0
"medical",127.4202097,37.5812357,0,4183035024100950016,39900,727,2,62,0,610,3,7,12,0,0,0,0,0,0,0,0,0,1,0,1,14,0,0,0,0
"medical",127.7095722,37.2360587,0,4167037027106070016,67000,218,8,62,0,160,2,3,10,0,0,0,0,0,1,0,0,1,0,0,1,0,2,0,0,0
"medical",127.5586219,37.2758053,0,4167034032103249920,127700,888,8,64,0,160,2,7,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"medical",127.585138,37.3354328,0,4167034025103450112,116900,186,8,64,0,110,2,7,8,0,0,1,1,0,0,0,0,0,0,0,0,0,3,1,0,0
"medical",127.5577854,37.2386421,0,4167025029103340032,105000,231,1,64,0,110,2,4,8,0,0,1,1,0,2,2,0,0,0,0,0,0,3,0,0,0
"medical",127.7120532,37.2037604,0,4167031031104960000,109000,331,8,64,0,160,2,3,8,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"medical",127.6616968,37.1642618,0,4167031026101819904,118100,170,8,64,0,160,2,4,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"medical",127.6353407,37.1750376,0,4167025040100760064,87600,386,8,71,0,160,2,7,8,0,0,1,1,0,0,0,0,0,0,0,0,1,7,0,0,0
"medical",127.6210317,37.2015942,0,4167025037101680128,95900,330,8,64,0,160,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"medical",127.5674724,37.4099231,0,4167035033105120256,106300,416,8,64,0,150,2,4,8,0,0,1,1,0,0,1,0,1,1,0,1,0,3,0,0,0
"medical",127.5036789,37.4067327,0,4167033029100640256,109400,331,8,64,0,110,2,4,8,0,0,0,2,0,0,0,0,0,0,0,3,0,2,0,0,0
"medical",127.6417179,37.3730099,0,4167035026103459840,119500,711,8,64,0,110,2,2,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"medical",127.1106094,38.0631449,0,4180025029103099904,87500,590,8,64,0,160,2,7,6,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0
"medical",127.0378442,37.9970532,0,4180025327101300224,91000,3485,1,64,0,510,2,8,6,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0
"medical",127.0679655,37.3580845,0,4146510400101040128,819600,174,8,43,0,110,2,5,8,0,2,4,1,4,0,0,0,0,22,0,3,1,19,15,0,0
"medical",127.1447233,37.0949514,0,4146132026102419968,229900,141,8,64,0,110,2,7,8,0,1,1,1,0,2,1,0,0,2,0,1,0,14,0,0,0
"medical",127.3981127,37.1359249,0,4146135023102130176,147300,387,8,64,0,160,2,7,8,0,1,1,1,0,0,1,0,0,1,0,1,0,11,0,0,0
"medical",127.3115032,37.139624,0,4146134028100149760,60100,416,2,64,0,620,3,7,8,0,1,0,0,1,0,1,1,0,0,0,1,6,10,1,0,0
"medical",127.5214023,37.2461143,0,4150025333100449792,39000,734,1,64,0,510,2,7,12,0,2,7,1,5,2,0,0,0,3,0,0,0,21,1,1,0
"medical",127.5096575,37.1617568,0,4150037030101380096,81400,767,8,64,0,110,2,7,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"medical",127.395863,37.2144217,0,4150033025102090240,91100,436,8,64,0,160,3,7,8,0,1,1,1,1,0,0,0,1,0,0,1,0,3,0,0,0
"medical",127.4081641,37.2541607,0,4150034027200540160,51500,1019,5,64,0,720,3,7,4,0,4,1,1,2,1,7,0,0,1,0,6,0,11,1,0,1
"medical",127.5301812,37.1504313,0,4150037026100590080,31000,899,1,64,0,510,3,7,12,0,0,1,1,0,0,0,0,0,0,0,2,0,1,0,0,0
"medical",127.5830354,37.0892111,0,4150038029101590016,63000,2112,8,64,0,110,2,4,8,0,0,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0
"medical",127.4506042,37.2220304,0,4150011200105350144,247700,3912,8,64,0,240,2,7,8,1,2,1,1,1,0,2,0,0,2,1,0,1,14,0,0,0
"medical",127.3888259,37.3014028,0,4150031032102909952,170000,999,8,71,0,160,2,7,6,0,2,0,0,0,0,0,1,0,1,0,4,2,6,1,1,0
"medical",126.9906551,37.9947604,0,4148037021100810240,135000,4478,8,64,0,160,2,7,6,0,0,0,1,0,0,1,0,0,1,0,0,2,16,2,1,0
"medical",126.9008909,37.7713122,0,4148035029102949888,290900,1322,8,64,0,160,2,7,6,0,3,0,1,0,0,2,1,0,3,0,1,7,39,1,0,0
"medical",127.1064765,37.1343669,0,4122031024102320128,81300,419,1,63,0,510,3,7,8,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0
"medical",127.122549,37.0853165,0,4122031023100669952,175000,238,1,64,0,510,2,7,8,0,0,2,1,0,0,1,0,1,0,0,0,0,2,0,0,0
"medical",126.8829164,36.9534091,0,4122025626102329856,235000,262,8,64,0,110,2,4,8,0,0,0,1,0,0,0,0,0,0,0,4,0,5,0,0,0
"medical",127.2062642,38.0858653,0,4165040021105189888,60300,1479,8,63,0,160,2,4,6,0,0,0,0,0,0,0,0,0,0,1,0,2,3,0,0,0
"medical",127.3861841,38.0545243,0,4165038022101949952,67400,157,8,64,0,160,2,4,8,0,2,1,1,0,0,1,0,0,1,0,3,17,20,2,0,0
"medical",127.2804596,37.9356576,0,4165037021105110016,54600,294,17,62,0,160,2,7,8,0,0,0,0,0,0,0,0,0,0,0,4,2,4,0,0,0
"medical",126.9092948,37.1780219,0,4159036023106820096,90400,462,1,71,0,510,3,7,8,0,2,0,0,0,0,0,0,0,3,0,5,0,2,0,0,0
"medical",126.9729844,37.1509697,0,4159041027103540224,118700,341,2,64,0,610,2,7,6,0,3,0,0,1,0,4,0,0,2,0,4,1,17,0,0,0
"medical",126.8434394,37.1313585,0,4159036031100499968,418400,651,8,64,0,310,3,7,7,1,5,2,1,0,0,5,0,0,7,0,2,0,26,0,0,0
"medical",126.7174521,37.2486535,0,4159034028103810048,111000,298,1,64,0,510,2,7,8,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
"medical",127.1181918,37.1564768,0,4159042030106529792,469400,655,8,43,0,110,3,7,9,1,3,0,0,0,0,3,0,0,11,0,2,0,40,0,0,0
"public",126.6817472,37.6369103,0,4157010400120829952,1570000,9446.3,8,16,0,220,2,1,5,1,8,23,2,38,7,0,3,0,26,3,2,2,124,37,22,4
"public",127.1266515,37.4419936,3,4113110200168119808,4190000,6432.9,8,16,0,240,3,2,3,0,57,59,9,144,58,4,26,1,226,9,1,56,1026,83,95,39
"public",127.1698186,37.442382,0,4113310500102689792,1765000,8685,8,14,0,160,3,7,5,1,42,82,11,118,75,3,25,5,163,8,0,2,928,71,53,29
"public",126.8448789,37.2993135,0,4127110300115859968,1356000,14876.4,8,14,0,330,2,4,2,0,43,33,5,54,33,2,18,3,79,6,2,7,513,72,15,9
"public",127.2488803,37.0001607,0,4155012400105440256,399000,11915,17,43,0,220,2,7,4,0,0,0,2,0,1,0,0,0,0,3,0,0,6,1,0,0
"public",127.4904838,37.4881114,1,4183025021102799872,1235000,6022,8,14,0,220,2,7,6,2,19,11,4,49,23,2,11,2,64,6,2,17,393,48,47,14
"public",127.1810948,37.2412407,2,4146110300105480192,2962000,12434.1,8,21,0,220,3,7,5,0,8,16,1,34,14,3,3,3,37,8,4,1,105,8,9,6
"public",127.0909191,36.9946071,1,4122011800106189824,980400,5811.7,8,14,0,160,2,3,5,3,64,31,10,132,41,3,37,4,112,7,1,56,1232,126,128,51
"public",127.0821651,37.1536951,0,4137010200103980032,626600,24704,8,42,0,160,2,2,4,1,15,49,6,68,15,4,9,5,34,12,1,4,389,31,29,9
"public",127.2246128,37.5227417,0,4145010200200739840,8080,893,5,44,0,720,3,7,12,0,4,2,0,0,1,1,0,0,6,2,1,0,24,0,0,0
"public",126.9263686,37.3870272,1,4117110100105780224,899800,367,8,43,0,160,4,7,5,0,46,34,9,50,51,2,33,11,132,13,0,65,673,78,38,19
"public",127.1065466,37.3092308,1,4146311800112900096,3179000,18735.7,8,22,0,160,2,2,2,1,11,33,4,38,6,8,6,0,53,2,1,0,102,21,16,11
"public",127.514911,37.8253995,0,4182025022102289920,917000,6727,8,22,0,240,2,7,6,3,16,9,3,21,24,2,7,1,25,6,5,22,266,22,17,9
"public",126.8295943,37.6283005,1,4128112300110080000,1856000,10582.8,8,14,0,160,2,2,2,4,47,98,13,283,24,7,35,4,154,14,1,12,866,96,122,48
"public",127.0738946,38.0981369,0,4180025021100340224,435400,3616,8,13,0,160,2,4,5,1,3,5,1,2,15,1,1,1,21,9,0,5,75,4,3,3
"public",127.0442602,37.7441764,7,4115010100104200192,1854000,10178.4,8,22,0,160,2,4,3,4,105,54,10,161,57,4,65,7,213,12,5,141,2392,221,176,55
"public",126.7695768,37.6647674,2,4128510300107250176,5204000,12556.4,8,21,0,240,2,2,2,1,73,57,6,158,41,0,47,17,188,10,4,11,1612,320,150,43
"public",126.7785467,37.7534211,0,4148012300104269824,2342000,16451.4,8,14,0,330,2,2,2,0,36,63,7,92,33,1,10,5,94,11,0,8,790,51,60,32
"public",127.2047452,37.8936394,0,4165031021107290112,1200000,5384,2,14,0,220,2,7,4,2,15,15,2,27,35,2,9,6,26,10,0,12,409,28,29,13
"public",127.1290086,37.5871136,0,4131010400104620032,1346000,23265,8,44,0,160,2,7,3,0,13,34,7,95,9,3,8,3,55,9,4,0,180,35,33,9
"public",127.0540159,37.840583,1,4163011700100839936,855900,24448,8,43,0,240,2,4,4,2,8,3,1,5,10,4,4,1,25,5,4,3,156,13,8,6
"public",127.0459792,37.9103817,0,4125011200100469760,338900,25137,8,43,0,160,2,4,6,0,11,6,0,8,24,3,4,6,18,4,1,20,328,16,21,14
"public",126.9898326,37.4291373,2,4129010700100389888,6576000,6675.7,8,22,0,220,2,1,2,3,13,32,10,94,29,1,21,4,88,31,2,4,325,67,57,26
"public",126.8679017,37.4739848,1,4121010200104180224,8900000,9303.5,8,22,0,240,2,4,2,1,33,92,10,181,31,2,27,5,135,13,4,17,642,79,107,28
"public",127.2396699,37.4082228,0,4161010500105410048,410800,10858,8,43,0,160,3,7,8,0,7,14,4,10,5,4,0,1,10,1,0,0,34,7,0,0
"public",126.9362838,37.3603903,1,4141010500108480000,2891000,12111.8,8,22,0,240,2,4,2,4,37,116,11,226,59,2,38,6,157,17,5,23,934,120,133,43
"public",127.1053817,37.3650589,2,4113510300101600256,8870000,6651.3,8,21,0,240,2,2,2,4,52,33,10,346,20,5,45,9,146,6,7,10,911,201,108,24
