"category","longitude","latitude","SW8","PNU","PNILP","PAREA","JIMOK","SPFC1","SPFC2","LAND_USE","GEO_HL","GEO_FORM","ROAD_SIDE","MT1","CS2","PS3","SC4","AC5","PK6","OL7","BK9","CT1","AG2","PO3","AT4","AD5","FD6","CE7","HP8","PM9"
"social",127.0642546,37.7478075,3,4.11501e+18,538200,2466,8,43,15,160,2,7,9,2,32,101,8,152,20,2,18,0,79,13,0,3,587,48,61,23
"social",127.0642546,37.7478075,3,4.11501e+18,1948000,685.1,8,14,0,220,2,2,5,2,32,101,8,152,20,2,18,0,79,13,0,3,587,48,61,23
"social",127.0616538,37.7447096,2,4.11501e+18,423900,330,8,13,0,110,2,4,8,2,34,106,8,111,20,4,12,1,92,13,0,46,581,49,54,22
"social",127.0770424,37.7369346,2,4.11501e+18,1113000,182,8,14,0,310,2,2,7,3,18,43,4,40,3,5,9,0,45,1,1,1,309,21,29,14
"social",127.0338887,37.7351771,3,4.11501e+18,813000,14806,28,43,0,220,2,4,1,1,47,41,5,36,36,5,27,6,90,9,2,37,782,52,51,18
"social",127.0395615,37.7361592,6,4.11501e+18,2255000,1617.8,8,14,0,220,2,4,5,2,84,54,5,102,50,7,45,8,147,15,3,94,1477,136,110,32
"social",127.0395615,37.7361592,6,4.11501e+18,2255000,1617.8,8,14,0,220,2,4,5,2,84,54,5,102,50,7,45,8,147,15,3,94,1477,136,110,32
"social",127.0455475,37.7335987,6,4.11501e+18,1275000,749.1,8,14,0,110,2,2,6,2,97,76,4,143,47,6,53,4,178,12,5,109,1971,169,175,52
"social",127.0460125,37.7334273,6,4.11501e+18,1222000,453.4,8,14,0,160,2,3,9,2,101,82,4,143,50,6,54,4,180,13,5,106,1956,170,177,53
"social",127.0418058,37.7327203,6,4.11501e+18,2831000,620.9,8,14,0,210,2,4,3,2,84,72,4,114,45,6,45,8,149,14,4,80,1427,118,124,34
"social",127.0642546,37.7478075,3,4.11501e+18,2850000,869.2,8,14,0,210,2,2,2,2,32,101,8,152,20,2,18,0,79,13,0,3,587,48,61,23
"social",127.047674,37.7058295,2,4.11501e+18,1176000,528.7,8,14,0,160,2,1,10,0,20,28,4,26,16,5,8,0,23,2,2,5,291,21,19,9
"social",127.3491035,37.2526001,0,4.15003e+18,127400,3623,8,71,0,110,2,8,8,1,2,3,2,2,1,2,0,1,8,2,4,1,52,0,0,1
"social",127.3995246,37.2682098,0,4.15003e+18,133000,11636,8,64,0,160,3,7,6,1,4,0,0,0,3,7,1,0,1,0,7,4,30,7,0,1
"social",127.5077153,37.2758441,0,4.15003e+18,222200,1050,8,43,0,160,2,7,8,0,0,2,0,0,0,0,0,0,0,0,2,0,2,1,0,0
"social",127.4223879,37.2994346,0,4.15001e+18,372000,766,8,43,0,310,2,7,8,0,2,8,0,0,1,4,0,0,4,0,6,1,26,0,0,0
"social",127.5295645,37.1637604,0,4.15004e+18,80300,4474,8,64,0,110,2,7,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"social",127.4645482,37.2803812,0,4.15001e+18,460700,4435,8,43,0,160,2,7,8,1,4,17,4,27,4,1,1,0,23,1,3,0,87,10,2,1
"social",127.4410501,37.2785513,0,4.15001e+18,786600,316.3,8,14,0,160,2,2,7,5,60,17,4,121,58,5,28,6,126,9,7,65,1245,99,107,40
"social",127.4325269,37.264842,0,4.15001e+18,1245000,10839.6,8,14,0,220,2,2,5,0,2,5,0,1,5,0,1,3,7,2,5,2,12,2,0,0
"social",127.4411031,37.2779655,0,4.15001e+18,1245000,10839.6,8,14,0,220,2,2,5,5,59,17,4,114,58,5,28,6,121,9,7,65,1236,98,107,40
"social",127.4325269,37.264842,0,4.15001e+18,1245000,10839.6,8,14,0,220,2,2,5,0,2,5,0,1,5,0,1,3,7,2,5,2,12,2,0,0
"social",127.4325269,37.264842,0,4.15001e+18,1390000,99.1,8,14,0,230,2,4,5,0,2,5,0,1,5,0,1,3,7,2,5,2,12,2,0,0
"social",127.4343015,37.2716022,0,4.15001e+18,1087000,61120.5,8,13,43,220,2,4,4,0,10,8,0,17,19,0,3,5,26,3,7,3,117,10,6,1
"social",127.4523313,37.2889837,0,4.15001e+18,999000,3355,8,13,0,220,2,7,6,4,26,34,8,109,14,6,9,0,89,2,5,8,406,33,19,9
"social",127.270852,37.172024,0,4.15001e+18,999000,3355,8,13,0,220,2,7,6,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0
"social",126.7462914,37.7520039,0,4.14801e+18,640500,563,8,64,0,160,2,4,8,2,3,4,1,0,0,1,1,0,12,4,0,0,42,4,1,2
"social",126.7187868,37.7429583,0,4.14801e+18,640500,563,8,64,0,160,2,4,8,0,1,3,0,3,4,1,0,0,25,0,0,0,21,1,0,0
"social",126.7785734,37.7558718,0,4.14801e+18,1221000,318.2,8,14,0,210,2,4,7,0,44,70,7,85,34,1,11,5,109,11,0,32,850,55,64,34
"social",126.7739097,37.7563505,1,4.14801e+18,2856000,570.1,8,14,0,220,2,2,5,0,50,87,8,113,39,2,19,6,128,11,0,37,1056,80,91,41
"social",126.8091118,37.8594084,0,4.14803e+18,669900,30418.8,8,43,0,160,2,3,4,0,9,6,0,3,4,1,2,1,18,1,0,4,89,3,3,2
"social",126.8936407,37.8698059,0,4.14803e+18,15400,5054,18,64,63,920,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,4,0,0,0
"social",126.8754432,37.8841575,0,4.14803e+18,126300,1200,8,64,0,110,2,7,8,0,1,1,0,0,0,0,0,0,0,0,2,4,9,0,0,0
"social",126.7799811,37.7594512,1,4.14801e+18,1824000,25360,8,14,0,220,2,7,5,0,46,46,5,60,32,2,13,5,102,13,0,39,897,64,69,34
"social",126.7775023,37.7535813,0,4.14801e+18,1195000,1315,8,15,0,140,2,7,5,0,42,74,7,97,36,1,11,5,107,11,0,19,865,65,62,32
"social",126.7513085,37.7240287,0,4.14801e+18,1369000,14915.5,8,14,0,160,2,4,6,0,17,51,9,41,6,0,10,1,43,3,1,0,123,18,31,6
"social",126.8052374,37.7447623,0,4.14803e+18,693000,2878,8,43,0,330,2,4,6,1,8,27,3,32,6,4,3,1,20,3,0,3,170,14,16,7
"social",126.8320022,37.7737281,0,4.14803e+18,314400,2161,1,64,0,110,2,7,6,0,1,0,0,0,0,1,1,0,1,0,0,2,15,0,1,0
"social",126.8369576,37.755536,0,4.14803e+18,271000,728,8,64,0,160,2,4,8,0,1,1,0,0,1,0,0,0,1,0,8,2,24,1,0,0
"social",126.7187868,37.7429583,0,4.14801e+18,336200,996,8,64,0,160,3,7,8,0,1,3,0,3,4,1,0,0,25,0,0,0,21,1,0,0
"social",127.0965903,37.0480811,0,4.12201e+18,399000,1593,8,43,0,160,2,7,8,0,3,1,0,1,3,9,1,0,5,2,0,1,29,2,1,0
"social",127.1240582,37.0583733,0,4.12201e+18,341400,1703,8,43,0,160,2,7,4,0,1,0,0,0,0,1,0,0,0,0,2,0,4,0,0,0
"social",127.0889775,36.9961313,1,4.12201e+18,847000,2484.7,8,13,0,160,2,2,7,3,66,43,10,132,42,3,41,4,119,7,1,57,1306,132,125,51
"social",127.1073337,36.9964322,0,4.12201e+18,862400,189.6,8,13,0,330,2,1,8,6,46,52,13,178,15,2,24,7,150,13,0,8,776,109,71,26
"social",127.1127754,36.9917145,0,4.12201e+18,1037000,43675.2,8,14,0,160,2,4,2,5,33,43,8,126,17,5,19,7,87,12,0,7,564,66,46,21
"social",127.1119719,36.9908953,0,4.12201e+18,1037000,5102,8,14,0,160,2,4,2,5,36,44,8,143,18,5,20,6,86,13,0,7,560,67,45,22
"social",127.1119719,36.9908953,0,4.12201e+18,1037000,5102,8,14,0,160,2,4,2,5,36,44,8,143,18,5,20,6,86,13,0,7,560,67,45,22
"social",127.111819,36.990762,0,4.12201e+18,1037000,5102,8,14,0,160,2,4,2,5,37,44,8,144,18,5,20,6,85,13,0,7,580,67,45,22
"social",127.0541012,37.0698766,1,4.12201e+18,792700,4029,5,43,0,240,2,7,1,0,57,42,6,63,21,6,25,2,148,4,2,24,720,60,34,12
"social",127.0541012,37.0698766,1,4.12201e+18,792700,4029,5,43,0,240,2,7,1,0,57,42,6,63,21,6,25,2,148,4,2,24,720,60,34,12
"social",127.0664979,37.0657153,0,4.12201e+18,792700,4029,5,43,0,240,2,7,1,0,33,54,9,85,18,4,24,5,91,2,4,7,727,59,40,17
"social",126.9851521,37.0091817,0,4.12203e+18,453600,1762,8,64,0,160,2,5,7,1,3,3,2,4,1,1,0,0,11,2,1,0,30,2,2,1
"social",127.0670286,37.0652659,0,4.12201e+18,29000,526,22,43,0,930,2,7,1,0,31,52,9,86,18,4,23,5,85,2,4,7,706,59,39,14
"social",127.0927541,37.0551303,0,4.12201e+18,321200,9900,8,15,0,160,3,4,8,0,1,0,1,0,2,4,1,0,3,0,0,0,17,1,1,0
"social",127.1231931,37.0801528,0,4.12203e+18,230400,463,8,64,0,110,2,7,8,0,0,2,1,0,0,1,0,1,0,0,0,0,13,3,0,0
"social",127.0645533,36.9657894,0,4.12203e+18,16300,1758,15,71,0,910,2,0,10,2,13,14,4,6,4,2,1,0,29,4,1,0,157,7,5,4
"social",127.0645533,36.9657894,0,4.12203e+18,43200,11,18,64,0,910,2,0,10,2,13,14,4,6,4,2,1,0,29,4,1,0,157,7,5,4
"social",127.1079297,36.9889202,0,4.12201e+18,301000,10850,23,43,0,940,2,7,2,4,36,36,8,155,20,6,19,6,82,13,0,8,573,67,49,23
"social",127.0906665,36.9898046,1,4.12201e+18,950400,59694.5,8,14,22,140,2,7,5,1,57,36,9,118,33,1,35,4,90,4,0,56,1114,124,126,51
"social",127.0906665,36.9898046,1,4.12201e+18,950400,59694.5,8,14,22,140,2,7,5,1,57,36,9,118,33,1,35,4,90,4,0,56,1114,124,126,51
"social",127.1074855,36.9841412,0,4.12201e+18,965000,2303.7,8,13,0,160,2,2,7,2,19,12,2,70,16,6,9,4,38,3,0,0,347,45,19,12
"social",127.1909393,37.8114246,0,4.16503e+18,192400,27830,8,64,0,160,3,7,8,0,2,0,0,1,0,2,0,0,1,0,4,0,16,0,0,0
"social",127.2116885,37.9046637,0,4.16503e+18,250700,589,1,42,0,160,2,4,4,1,6,8,3,16,10,3,3,3,9,1,4,4,95,6,6,4
"social",127.2423834,37.7870959,0,4.16503e+18,169600,268,8,64,0,110,3,4,8,0,0,0,0,0,0,0,0,0,0,0,4,0,6,0,1,0
"social",127.2486062,37.7944798,0,4.16503e+18,255300,4871,8,64,0,310,3,4,8,0,2,0,0,0,9,0,1,0,2,0,3,8,24,4,1,0
"social",127.2486062,37.7944798,0,4.16503e+18,255300,4871,8,64,0,310,3,4,8,0,2,0,0,0,9,0,1,0,2,0,3,8,24,4,1,0
"social",127.1287888,37.8215572,0,4.16503e+18,245300,9843,8,64,0,160,3,7,8,0,8,6,3,8,3,0,1,0,16,2,0,0,53,2,0,0
"social",127.1705763,37.946154,0,4.16503e+18,130000,1195,8,32,0,895,3,7,6,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0
"social",127.2222416,37.9319065,0,4.16503e+18,112000,998,8,64,0,160,2,1,8,0,3,2,1,0,0,3,1,0,6,3,4,1,26,0,1,0
"social",127.1759169,37.9482364,0,4.16503e+18,224400,990,8,64,0,210,2,4,6,0,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0
"social",127.2012628,37.9008257,0,4.16501e+18,1012000,3589,8,14,0,160,2,7,5,2,19,15,5,38,36,3,11,1,24,8,2,14,422,27,30,15
"social",127.2012628,37.9008257,0,4.16501e+18,1012000,3589,8,14,0,160,2,7,5,2,19,15,5,38,36,3,11,1,24,8,2,14,422,27,30,15
"social",127.259057,37.4084172,0,4.16501e+18,2676000,1653,8,22,14,240,2,2,4,2,39,29,3,73,34,5,14,4,89,4,0,24,650,69,79,21
"social",127.2004979,37.8953583,0,4.16501e+18,807000,87,8,14,0,210,2,4,8,2,22,21,3,37,40,3,11,3,28,10,0,14,434,27,32,16
"social",127.2003827,37.8948,0,4.16501e+18,1656000,8435,8,14,0,160,2,4,5,2,21,21,3,33,37,3,11,3,27,10,0,12,427,27,32,16
"social",127.2858006,38.0765206,0,4.16504e+18,66500,2133,8,64,0,160,2,7,8,0,0,0,0,0,0,1,0,0,2,0,1,2,15,0,0,0
"social",127.3458378,38.0541355,0,4.16504e+18,256100,6043,8,64,0,210,2,7,6,0,0,0,0,0,0,0,0,0,0,0,3,6,3,0,0,0
"social",127.3094847,38.0686143,0,4.16504e+18,256100,6043,8,64,0,210,2,7,6,0,2,0,0,0,5,0,1,1,0,0,2,13,39,2,0,0
"social",127.2946213,38.0160932,0,4.16504e+18,55900,860,8,62,0,160,3,4,10,0,0,0,0,0,0,0,0,0,0,0,6,6,6,0,0,0
"social",127.2948492,38.0161197,0,4.16504e+18,53200,860,8,62,0,160,3,7,10,0,0,0,0,0,0,0,0,0,0,0,5,6,6,0,0,0
"social",127.2944052,38.0161478,0,4.16504e+18,60000,1074,8,62,0,160,3,4,10,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0
"social",127.2944052,38.0161478,0,4.16504e+18,60000,1074,8,62,0,160,3,4,10,0,0,0,0,0,0,0,0,0,0,0,6,6,8,0,0,0
"social",127.1285372,37.8581675,0,4.16501e+18,180400,1466,9,64,0,410,2,5,8,0,1,0,1,0,1,0,0,0,0,0,2,2,3,1,0,0
"social",127.2014053,38.0382878,0,4.16504e+18,77200,1710,8,64,0,160,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"social",127.1968087,37.5712996,1,4.14501e+18,2580000,66965,8,15,0,140,2,4,2,0,13,7,2,2,7,2,0,0,26,2,1,0,91,27,4,0
"social",127.2155298,37.5390571,0,4.14501e+18,5742000,27165,8,22,0,220,2,1,2,3,26,69,12,104,16,5,17,8,171,9,1,20,655,54,73,28
"social",127.2155298,37.5390571,0,4.14501e+18,5742000,27165,8,22,0,220,2,1,2,3,26,69,12,104,16,5,17,8,171,9,1,20,655,54,73,28
"social",127.2155298,37.5390571,0,4.14501e+18,5742000,27165,8,22,0,220,2,1,2,3,26,69,12,104,16,5,17,8,171,9,1,20,655,54,73,28
"social",127.2157524,37.5416246,0,4.14501e+18,4805000,4870.1,8,22,0,220,2,3,5,4,27,68,13,107,19,5,19,9,172,9,2,19,654,65,60,24
"social",127.1939207,37.5219304,0,4.14501e+18,1531000,3506,8,44,0,160,2,7,1,1,5,2,1,0,0,3,0,0,17,1,4,0,59,9,0,0
"social",127.1968087,37.5712996,1,4.14501e+18,448600,11910,25,44,13,750,2,7,9,0,13,7,2,2,7,2,0,0,26,2,1,0,91,27,4,0
"social",127.2236196,37.5235184,0,4.14501e+18,973500,702.2,8,44,0,160,2,4,8,0,4,2,0,0,1,2,0,0,6,2,1,0,26,0,0,0
"social",126.9835347,37.2277946,0,4.15901e+18,375700,751,8,43,0,110,2,4,10,0,3,32,2,18,0,2,0,1,16,1,2,0,48,6,3,3
"social",127.0373832,37.2246916,0,4.15901e+18,1198000,13233.7,8,14,0,160,2,4,2,0,9,17,2,6,2,1,1,0,21,1,3,0,41,2,1,0
"social",127.0373832,37.2246916,0,4.15901e+18,1198000,13233.7,8,14,0,160,2,4,2,0,9,17,2,6,2,1,1,0,21,1,3,0,41,2,1,0
"social",127.0515565,37.2051071,0,4.15901e+18,1198000,13233.7,8,14,0,160,2,4,2,4,22,132,10,156,1,2,11,1,120,1,3,0,310,55,38,16
"social",126.7899219,37.1977714,0,4.15903e+18,286500,688,25,64,0,160,2,7,6,0,5,0,0,0,0,7,1,0,6,0,3,0,23,0,0,1
"social",126.9271846,37.2490183,0,4.15903e+18,811700,125,8,13,0,210,2,4,7,0,2,3,1,3,0,2,1,0,5,0,3,0,28,0,1,1
"social",127.0328112,37.2030693,1,4.15901e+18,1476000,19375,8,22,0,160,2,2,6,7,27,72,4,94,12,3,14,2,95,3,1,6,311,40,44,16
"social",126.9417129,37.1796379,0,4.15903e+18,194600,313,8,43,0,160,3,1,8,0,3,5,1,5,0,1,0,0,11,0,6,0,46,1,2,1
"social",126.9461479,37.2121046,0,4.15903e+18,575000,135628,10,43,0,160,3,7,4,0,7,18,3,15,12,4,5,3,13,2,7,0,130,12,10,3
"social",126.6948494,37.1387785,0,4.15904e+18,132000,1918,8,64,0,160,3,7,8,0,0,1,1,0,0,0,0,0,0,0,3,1,7,1,0,0
"social",126.6920962,37.1377441,0,4.15904e+18,149800,600,8,63,0,110,3,4,8,0,0,0,0,0,0,0,0,0,0,0,3,1,11,1,0,0
"social",126.6708113,37.2360436,0,4.15903e+18,157400,3797,8,64,0,110,3,4,12,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,0,0
"social",126.7321414,37.2131243,0,4.15903e+18,565500,3370,8,13,0,240,2,7,7,1,6,7,3,7,6,2,3,0,49,2,1,5,179,20,7,4
"social",126.7533437,37.0417284,0,4.15903e+18,140700,3262,8,64,0,160,2,7,8,0,0,0,0,0,1,0,2,0,0,0,0,2,19,0,2,0
"social",126.8014196,37.0330164,0,4.15903e+18,299000,938,8,64,0,110,3,7,8,0,1,0,0,0,1,2,0,0,0,0,1,0,18,0,0,0
"social",126.8570957,37.0638601,0,4.15904e+18,116300,330,8,64,0,110,3,3,8,0,1,1,1,0,0,0,0,0,0,0,4,0,7,0,0,0
"social",126.8475802,37.0710114,0,4.15904e+18,116300,330,8,64,0,110,3,3,8,0,2,0,0,0,0,0,1,0,0,0,1,0,12,0,0,0
"social",126.8385277,37.1284775,0,4.15904e+18,119800,760,8,71,0,160,2,7,8,1,6,2,1,0,0,3,0,0,7,0,2,0,22,0,0,0
"social",126.8530839,37.0570071,0,4.15904e+18,122800,3568,8,64,0,160,3,4,8,0,0,1,1,0,0,0,0,0,0,0,3,0,4,0,0,0
"social",126.9606553,37.1565254,0,4.15904e+18,218000,9870,8,64,0,160,2,7,8,0,2,0,0,0,0,2,0,0,6,0,1,0,16,0,0,0
"social",126.9750561,37.1495285,0,4.15904e+18,192200,7264,8,64,0,160,3,7,8,0,3,0,0,1,0,2,0,0,3,0,2,1,13,0,0,0
"social",126.9832852,37.1903564,0,4.15904e+18,856500,10056,8,43,0,210,3,8,8,0,6,0,1,0,3,1,2,0,4,0,7,9,77,9,0,2
"social",126.9477067,37.1290561,0,4.15903e+18,163200,464,8,64,0,160,3,4,8,0,4,1,0,3,0,7,0,0,19,0,4,1,31,1,0,1
"social",126.9071913,37.0869241,0,4.15903e+18,672600,1052.7,8,22,0,230,2,2,4,0,8,4,0,0,4,0,5,0,11,0,2,1,49,0,1,1
"social",126.9045562,37.1292821,0,4.15903e+18,859500,3305.8,8,14,0,160,2,2,5,1,17,20,2,16,8,7,9,0,49,1,0,11,391,46,22,12
"social",126.9046691,37.1292987,0,4.15903e+18,859500,3305.8,8,14,0,160,2,2,5,1,17,20,2,16,8,7,9,0,50,1,0,11,392,47,23,12
"social",126.9559028,37.1231397,0,4.15903e+18,134700,999,8,64,0,160,3,4,8,0,2,0,0,0,0,4,0,0,12,0,2,0,19,0,0,1
"social",126.9173293,37.1330838,0,4.15903e+18,75400,2122,2,43,0,610,3,7,12,2,27,34,8,64,15,2,17,2,72,3,1,9,516,64,56,15
"social",126.9194592,37.1304092,0,4.15903e+18,1288000,3037.4,8,16,0,320,2,2,7,2,23,39,9,66,8,2,16,2,71,2,1,3,483,54,53,14
"sports",127.5069671,37.8235494,0,4182025022103159808,92400,38569,27,43,0,940,3,7,4,0,0,2,0,1,4,0,0,1,1,0,0,0,5,0,0,0
"sports",126.7372602,37.6704156,0,4128710400123140096,171600,25752.3,22,43,0,930,2,0,2,0,4,15,3,24,10,0,3,1,22,4,0,0,71,11,7,3
"sports",126.7786278,37.6916554,0,4128510200115650048,745800,82113.7,22,43,0,930,2,2,2,1,14,21,3,38,7,2,3,0,24,3,0,1,167,16,13,5
"sports",126.8321642,37.6581408,0,4.128110100106e+18,1758000,14032.2,8,14,0,240,2,7,7,0,17,5,0,8,9,1,13,2,31,6,0,31,353,37,33,10
"sports",126.7699521,37.7004179,0,4128710300114710016,1542000,11452.4,10,14,0,160,2,7,5,1,5,25,4,18,1,0,5,1,10,0,0,0,44,4,8,4
"sports",126.8283534,37.6141061,2,4128112800106650112,48200,8749,23,43,0,750,3,7,8,1,5,8,3,14,5,0,3,0,16,5,0,3,123,9,4,3
"sports",126.8427906,37.6499064,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,2,0,0,6,2,2,0,19,2,0,0
"sports",126.7948819,37.6455402,2,4128510600112330240,271900,157982.6,22,43,0,930,2,7,5,0,10,4,0,4,7,1,5,1,16,1,0,0,117,20,1,10
"sports",126.7549029,37.7003407,1,0,0,0,0,0,0,0,0,0,0,0,3,11,2,8,6,3,4,0,20,0,0,0,31,2,5,1
"sports",126.8122131,37.6853924,0,4128510100314780160,412500,25004,22,43,0,930,1,7,4,0,2,8,2,2,1,0,0,0,6,0,1,0,10,2,1,1
"sports",126.7798435,37.66243,1,4128510500108190208,745800,370931.4,22,43,0,930,2,7,5,0,2,1,1,1,9,0,1,3,1,0,1,0,12,2,1,3
"sports",126.8427906,37.6499064,1,0,0,0,0,0,0,0,0,0,0,0,1,3,0,1,2,2,0,0,6,2,2,0,19,2,0,0
"sports",126.8329104,37.6609746,0,4128110100103130112,59000,101013,22,43,0,930,2,7,8,0,10,14,1,9,8,0,5,1,34,4,0,18,239,24,3,1
"sports",126.7216108,37.6869648,0,4128710600110980096,742500,52744.5,22,43,0,930,2,7,5,1,5,28,4,34,4,1,4,0,25,0,0,0,83,9,9,3
"sports",126.9002344,37.7053284,0,4128111600100299776,137000,29504,22,43,0,930,3,4,7,4,6,19,1,25,2,1,5,4,18,2,0,5,174,16,19,8
"sports",126.8434703,37.6622937,0,4128110600105520128,225900,30164,5,44,0,530,2,7,1,1,5,14,2,16,1,0,0,1,15,0,0,1,61,5,3,4
"sports",126.871455,37.4620073,0,4121010300105769984,938000,73492.1,23,43,0,940,2,7,2,0,6,19,3,15,4,1,0,0,27,2,0,7,108,7,3,1
"sports",127.1364608,37.5956673,0,4131010400100029952,765100,20160,23,43,0,160,3,7,5,0,22,16,1,40,11,1,10,0,75,2,2,58,564,39,26,8
"sports",127.1297918,37.6050812,0,4131010300106220032,53900,2968,28,44,0,940,3,7,8,1,8,15,1,17,2,1,0,1,27,2,0,0,97,7,10,11
"sports",127.1364608,37.5956673,0,4131010400100029952,765100,20160,23,43,0,160,3,7,5,0,22,16,1,40,11,1,10,0,75,2,2,58,564,39,26,8
"sports",127.1465911,37.606258,1,4131010300106690048,1298000,10994.8,10,14,0,160,2,2,6,0,5,25,3,39,6,0,8,0,23,2,1,0,131,20,12,5
"sports",126.9364537,37.3543666,1,4141010500108709888,665000,81985,23,43,0,940,2,4,2,1,2,26,3,47,10,0,1,1,24,0,1,0,34,4,18,8
"sports",126.9364537,37.3543666,1,4141010500108709888,665000,81985,23,43,0,940,2,4,2,1,2,26,3,47,10,0,1,1,24,0,1,0,34,4,18,8
"sports",126.9364537,37.3543666,1,4141010500108709888,665000,81985,23,43,0,940,2,4,2,1,2,26,3,47,10,0,1,1,24,0,1,0,34,4,18,8
"sports",126.7068244,37.6380671,0,4157010200115530240,204600,107020.2,22,43,0,930,0,0,0,0,3,4,0,0,4,0,2,0,2,1,0,0,5,0,0,0
"sports",126.6245382,37.6596989,0,4157025621102860288,443000,4762,10,43,0,160,2,7,8,0,1,8,3,3,6,1,1,0,10,3,0,1,57,3,5,1
"sports",126.7200758,37.6175173,0,4157010600102900224,308000,14521,23,43,0,940,2,7,8,0,13,13,2,67,20,1,8,3,27,15,1,0,314,43,40,12
"sports",127.214763,37.6329922,1,4136010300101519872,637000,1064,1,13,0,940,3,7,8,2,2,10,3,16,3,1,5,1,20,4,0,1,95,8,13,6
"sports",127.0612572,37.8735714,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0
"sports",126.7627358,37.5136036,1,0,0,0,0,0,0,0,0,0,0,0,4,18,4,6,2,3,3,1,15,0,0,0,46,1,3,2
"sports",126.7496677,37.4883341,2,0,0,0,0,0,0,0,0,0,0,0,17,11,5,50,12,3,4,0,57,2,2,3,327,44,45,11
"sports",127.1393386,37.4310975,3,4113310100131109888,536200,13463,23,43,0,940,0,0,0,0,18,15,3,27,14,2,3,2,43,5,1,31,212,13,4,3
"sports",127.1393386,37.4310975,3,4113310100131109888,536200,13463,23,43,0,940,0,0,0,0,18,15,3,27,14,2,3,2,43,5,1,31,212,13,4,3
"sports",127.0103719,37.2984687,0,0,0,0,0,0,0,0,0,0,0,1,16,15,2,38,10,3,5,0,52,3,1,14,290,24,36,15
"sports",127.0041822,37.3007469,0,0,0,0,0,0,0,0,0,0,0,1,12,10,3,23,13,1,4,4,31,1,1,7,276,44,33,16
"sports",126.7576548,37.3397802,2,4139013200121580032,124000,29188.8,22,43,0,930,2,1,2,0,12,2,1,0,8,0,6,0,21,0,0,0,86,1,0,0
"sports",126.7849216,37.4479662,0,4139010100103770112,1248000,2033,28,13,0,160,2,7,6,0,8,15,3,19,9,0,1,2,49,2,2,0,165,12,3,1
"sports",126.7859658,37.3558551,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,6,0,0,0
"sports",126.7871949,37.4577085,0,4139010100100630016,64300,1280,14,44,0,910,2,7,12,0,0,1,0,0,0,1,1,0,0,0,1,0,23,1,0,0
"sports",126.8610016,37.3079854,2,0,0,0,0,0,0,0,0,0,0,0,13,15,1,9,8,1,6,0,52,1,0,2,157,5,8,4
"sports",126.8559398,37.2933789,0,0,0,0,0,0,0,0,0,0,0,0,11,17,1,20,5,1,8,1,39,0,0,0,145,7,7,4
"sports",126.7886608,37.3044435,0,4127310500107820032,250000,23703.8,23,43,0,940,2,2,2,0,2,0,0,0,2,0,2,0,4,0,2,0,16,1,1,0
"sports",126.8680737,37.3327863,0,4143011000104209920,320100,32087,22,44,0,930,2,7,1,0,5,9,0,7,3,0,1,0,14,0,0,2,91,6,9,4
"sports",126.8342259,37.3434443,0,0,0,0,0,0,0,0,0,0,0,0,2,3,1,1,3,1,1,0,0,1,0,0,17,2,0,0
"sports",126.8188847,37.3405494,0,0,0,0,0,0,0,0,0,0,0,1,12,37,1,40,5,2,4,0,45,0,0,3,267,9,23,15
"sports",126.8021692,37.3320061,0,4127310800109360128,250000,10082.2,23,43,0,940,2,7,5,0,9,35,6,18,5,0,6,0,33,3,0,3,116,5,14,11
"sports",127.3280273,37.0123082,0,4155031026102099968,80500,115277,23,43,0,940,2,7,6,0,1,6,0,0,2,0,1,1,7,0,3,0,32,0,1,1
"sports",126.9467431,37.4053696,0,4117310100110230016,2002000,102131.5,23,13,0,940,2,4,0,0,13,22,2,32,12,0,3,0,32,4,2,1,144,16,11,5
"sports",126.9592314,37.8928894,0,4148031024106630144,261300,20843.7,28,32,0,430,2,4,4,0,0,0,0,0,0,0,0,0,0,0,0,3,4,0,0,0
"sports",126.9309841,37.7053936,0,4163034025105780224,197000,595,23,44,0,160,2,4,8,0,0,0,0,0,0,2,0,0,0,0,0,1,11,0,0,0
"sports",126.9718902,37.813076,0,4163033022101320192,245400,38071,8,43,0,160,2,4,6,0,0,0,0,0,3,0,0,1,0,0,1,0,0,0,0,0
"sports",127.4859803,37.4964512,1,4183025021105200128,447300,1150,17,43,0,160,2,7,1,0,3,2,1,17,7,1,0,2,15,1,2,1,27,3,0,1
"sports",127.6242232,37.2934388,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,3,0,0,1,1,1,1,0,3,1,0,0
